"Protein ID","Protein Description (TAIR10)","Gene name","Subcellular localisation marker (known localisation)","PepNumber_Gradient A","PepNumber_Gradient B","misssing_values_Gradient A","misssing_values_Gradient B",A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10
AT3G16430,"jacalin-related lectin 31 (JAL31); FUNCTIONS IN: copper ion binding; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: root; CONTAINS InterPro DOMAIN/s: Mannose-binding lectin (InterPro:IPR001229); BEST Arabidopsis thaliana protein match is: PYK10-binding protein 1 (TAIR:AT3G16420.3); Has 1533 Blast hits to 750 proteins in 40 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 2; Plants - 1528; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).","JACALIN-RELATED LECTIN 31 (JAL31)"," ",3,3,0,0,0.039927507,0.046874249,0.048039119,0.064347059,0.080866813,0.107089435,0.139879062,0.148911626,0.137124014,0.186941116,0.040194554,0.034382443,0.043507117,0.063621236,0.090309079,0.109962646,0.140597312,0.156777017,0.168265121,0.152383475
AT3G57490,"Ribosomal protein S5 family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: cytosolic small ribosomal subunit, ribosome, intracellular, membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein S5, eukaryotic/archaeal (InterPro:IPR005711), Ribosomal protein S5, N-terminal (InterPro:IPR013810), Double-stranded RNA-binding-like (InterPro:IPR014720), Ribosomal protein S5, C-terminal (InterPro:IPR005324), Ribosomal protein S5 domain 2-type fold (InterPro:IPR020568), Ribosomal protein S5 (InterPro:IPR000851), Ribosomal protein S5 domain 2-type fold, subgroup (InterPro:IPR014721), Ribosomal protein S5, N-terminal, conserved site (InterPro:IPR018192); BEST Arabidopsis thaliana protein match is: Ribosomal protein S5 family protein (TAIR:AT1G59359.1); Has 8574 Blast hits to 8565 proteins in 2893 species: Archae - 263; Bacteria - 5125; Metazoa - 697; Fungi - 227; Plants - 154; Viruses - 0; Other Eukaryotes - 2108 (source: NCBI BLink)."," "," ",2,2,0,1,0.15094157,0.150351943,0.142530825,0.116472424,0.104410836,0.109794217,0.056644365,0.074589576,0.038197772,0.056066471,0.174362,0.1519009,0.1309585,0.1227736,0.1021796,0.09643577,0.04785254,0.1030837,0.07045339,0
AT5G47960,"Encodes a small molecular weight g-protein.","RAB GTPASE HOMOLOG A4C (RABA4C)"," ",2,3,0,0,0.081776532,0.062741116,0.117365926,0.095767056,0.067702484,0.094860945,0.119780188,0.113630816,0.111236845,0.135138091,0.087485047,0.095675918,0.112362992,0.110844478,0.134835105,0.142711064,0.11341674,0.057359278,0.079686377,0.065623001
AT3G03780,"Encodes a cytosolic methionine synthase, involved in methionine regeneration via the activated methyl cycle (or SAM cycle)","METHIONINE SYNTHASE 2 (MS2)",Cytosol,3,4,1,0,0.077009077,0.06537333,0,0.109451432,0.108135351,0.13749401,0.100824664,0.084044909,0.075917247,0.241749981,0.05464284,0.03985746,0.0729864,0.03240496,0.06564068,0.06747606,0.2168119,0.1897173,0.1483071,0.1121553
AT4G23420,"NAD(P)-binding Rossmann-fold superfamily protein; FUNCTIONS IN: oxidoreductase activity, binding, catalytic activity; INVOLVED IN: oxidation reduction, metabolic process; LOCATED IN: chloroplast; CONTAINS InterPro DOMAIN/s: NAD(P)-binding domain (InterPro:IPR016040), Glucose/ribitol dehydrogenase (InterPro:IPR002347), Short-chain dehydrogenase/reductase SDR (InterPro:IPR002198); BEST Arabidopsis thaliana protein match is: NAD(P)-binding Rossmann-fold superfamily protein (TAIR:AT4G23430.2)."," "," ",2,3,1,2,0.089750144,0.135154437,0.107626046,0.149159928,0.120474319,0.114682028,0.040395489,0.051489851,0,0.191267757,0.1073344,0.1366844,0.134144,0.1563437,0.1539928,0.1466811,0,0,0.08006546,0.08475412
AT2G20490,"NOP10; FUNCTIONS IN: RNA binding; INVOLVED IN: polar nucleus fusion; LOCATED IN: nucleolus, Cajal body; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: H/ACA ribonucleoprotein complex, subunit Nop10 (InterPro:IPR007264); Has 388 Blast hits to 388 proteins in 192 species: Archae - 0; Bacteria - 0; Metazoa - 133; Fungi - 120; Plants - 61; Viruses - 0; Other Eukaryotes - 74 (source: NCBI BLink)."," (NOP10)"," ",3,3,0,0,0.073020409,0.046062037,0.162527349,0.162132275,0.16298614,0.162324351,0.07243629,0.034634542,0.064379079,0.059497528,0.04600085,0.07655881,0.09090993,0.07090619,0.0708353,0.0755531,0.08869918,0.1848559,0.1398423,0.1558385
AT1G19580,"Encodes mitochondrial gamma carbonic anhydrase. Component of the NADH dehydrogenase complex.","GAMMA CARBONIC ANHYDRASE 1 (GAMMA CA1)",Mitochondrion,4,3,0,0,0.086516418,0.110941079,0.096277822,0.055943341,0.061787223,0.103878019,0.123972226,0.091890606,0.128019486,0.14077378,0.08379947,0.09009933,0.09051348,0.0667003,0.09918443,0.09746843,0.1776799,0.07617543,0.1201319,0.09824738
AT5G52640,"Encodes a cytosolic heat shock protein AtHSP90.1.  AtHSP90.1 interacts with disease resistance signaling components SGT1b and RAR1 and is required for RPS2-mediated resistance.","HEAT SHOCK PROTEIN 90.1 (HSP90.1)",Cytosol,2,3,0,0,0.00683234,0.164881577,0.231488425,0.008896909,0.352711598,0.018666782,0.043483575,0.056586254,0.055832025,0.060620515,0.01057933,0.02514797,0.01954242,0.03624853,0.04233218,0.06532151,0.2766211,0.168748,0.2000879,0.1553711
AT3G62530,"ARM repeat superfamily protein; FUNCTIONS IN: lyase activity, zinc ion binding, metal ion binding; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, nucleolus, chloroplast, phycobilisome; CONTAINS InterPro DOMAIN/s: Armadillo-like helical (InterPro:IPR011989), Armadillo-type fold (InterPro:IPR016024), PBS lyase HEAT-like repeat (InterPro:IPR004155); BEST Arabidopsis thaliana protein match is: ARM repeat superfamily protein (TAIR:AT3G58180.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."," "," ",5,7,0,0,0.028802842,0.055638277,0.064357036,0.085656293,0.09615912,0.11111257,0.145990847,0.135793312,0.143470732,0.133018971,0.02546233,0.04348916,0.05629426,0.06998741,0.07459528,0.07133422,0.2420815,0.122382,0.1531754,0.1411984
AT1G55130,"Encodes an Arabidopsis Transmembrane nine (TMN) protein.  Transmembrane nine (TM9) proteins are localized in the secretory pathway of eukaryotic cells and are involved in cell adhesion and phagocytosis.","TRANSMEMBRANE NINE 6 (TMN6)"," ",3,4,0,0,0.014851513,0.136068571,0.063664366,0.124508801,0.16608725,0.140233573,0.09973727,0.083135064,0.06909755,0.102616042,0.00904868,0.0326487,0.07771555,0.1284394,0.1556061,0.1406217,0.169948,0.1089248,0.1095353,0.06751181
AT4G36020,"Encodes a cold shock domain protein. Involved in cold acclimation by blocking the secondary structure of mRNA which in turn facilitates translation at cold temperature.","COLD SHOCK DOMAIN PROTEIN 1 (CSDP1)"," ",4,6,0,0,0.094313527,0.076612858,0.088069054,0.108023346,0.10802182,0.102921958,0.097456947,0.113628373,0.090737552,0.120214564,0.08418511,0.08004394,0.08554494,0.08598154,0.08716473,0.1036243,0.1111405,0.09982282,0.1127788,0.1497133
AT2G34510,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: anchored to membrane; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF642 (InterPro:IPR006946), Galactose-binding domain-like (InterPro:IPR008979); BEST Arabidopsis thaliana protein match is: Protein of unknown function, DUF642 (TAIR:AT1G29980.1); Has 305 Blast hits to 265 proteins in 22 species: Archae - 0; Bacteria - 13; Metazoa - 0; Fungi - 0; Plants - 292; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."," "," ",2,2,0,0,0.03244506,0.050554704,0.050209418,0.066839998,0.075803638,0.080447467,0.1031639,0.169513915,0.154609925,0.216411975,0.03135936,0.02253832,0.02606148,0.03910466,0.0475317,0.04028344,0.3460344,0.1333545,0.1691872,0.144545
AT1G22300,"Encodes a 14-3-3 protein. This protein is reported to interact with the BZR1 transcription factor involved in brassinosteroid signaling and may affect the nucleocytoplasmic shuttling of BZR1","GENERAL REGULATORY FACTOR 10 (GRF10)"," ",4,5,0,0,0.050667441,0.053431919,0.066734589,0.099483174,0.078882977,0.092552844,0.162366884,0.136854153,0.142076865,0.116949153,0.03462173,0.04339955,0.05553233,0.05409251,0.059896,0.06052072,0.1960489,0.1457171,0.2098644,0.1403068
AT2G07707,"Plant mitochondrial ATPase, F0 complex, subunit 8 protein; FUNCTIONS IN: cobalt ion binding; INVOLVED IN: ATP synthesis coupled proton transport; LOCATED IN: mitochondrion, vacuole, membrane; EXPRESSED IN: cultured cell, leaf; CONTAINS InterPro DOMAIN/s: ATPase, F0 complex, subunit 8, mitochondrial, plant (InterPro:IPR003319), Protein of unknown function DUF1082, plant mitochondria (InterPro:IPR009455); BEST Arabidopsis thaliana protein match is: Plant mitochondrial ATPase, F0 complex, subunit 8 protein (TAIR:ATMG00480.1); Has 226 Blast hits to 226 proteins in 79 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 218; Viruses - 0; Other Eukaryotes - 8 (source: NCBI BLink)."," "," ",2,2,1,1,0.102933353,0.079043085,0.119160151,0.113727825,0.101463282,0.129228246,0.123028141,0.119315666,0,0.112100251,0.07097689,0.07994875,0.07829787,0.1064333,0.08962138,0.08301109,0.1354426,0.222589,0.133679,0
AT3G54640,"Catalyzes the conversion of indole-3-glycerolphosphate to indole, the penultimate reaction in the biosynthesis of tryptophan. Functions as a heterocomplex with tryptophan synthase beta subunit (TSA2).","TRYPTOPHAN SYNTHASE ALPHA CHAIN (TSA1)"," ",2,3,0,0,0.033690576,0.032897628,0.027151922,0.073775267,0.068863246,0.086174361,0.194358601,0.145991717,0.19369054,0.143406143,0.04699986,0.06118563,0.08108165,0.07913823,0.0988557,0.08726492,0.2000336,0.03815976,0.1744853,0.1327953
AT5G14220,"Encodes PPO2, a putative protoporphyrinogen oxidase based on sequence homology.  Also known as MEE61 (maternal effect embryo arrest 61).  mee61 mutant shows arrested endosperm development."," (hemg2)"," ",10,9,0,0,0.047197973,0.05091379,0.070569404,0.083695873,0.125158539,0.135281477,0.156995147,0.124827375,0.10950729,0.095853132,0.03440452,0.04585115,0.05948957,0.07621181,0.08207099,0.1030541,0.1882201,0.1437517,0.1371473,0.1297987
AT3G21190,"O-fucosyltransferase family protein; CONTAINS InterPro DOMAIN/s: GDP-fucose protein O-fucosyltransferase (InterPro:IPR019378); BEST Arabidopsis thaliana protein match is: O-fucosyltransferase family protein (TAIR:AT1G51630.1); Has 760 Blast hits to 758 proteins in 27 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 760; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."," ",Golgi,7,9,0,0,0.018468599,0.040585155,0.092059485,0.161653812,0.182939605,0.163389851,0.103001844,0.087402026,0.078039301,0.072460321,0.01785738,0.04411005,0.08628448,0.1353796,0.1499378,0.1393492,0.1612119,0.1105294,0.08005724,0.07528291
AT4G27080,"putative protein","PDI-LIKE 5-4 (PDIL5-4)"," ",3,6,0,0,0.068194734,0.046214734,0.072801244,0.115850029,0.103111043,0.090896807,0.126778289,0.113971315,0.124072102,0.138109704,0.042755115,0.084839589,0.100713936,0.098952252,0.089447134,0.096570576,0.10966956,0.154822952,0.097561317,0.124667569
AT1G80300,"Encodes an ATP/ADP transporter.","NUCLEOTIDE TRANSPORTER 1 (NTT1)"," ",5,7,0,0,0.025735592,0.048633959,0.069590689,0.07412614,0.103571302,0.142354938,0.159056184,0.151637507,0.115611199,0.10968249,0.0292695,0.03650683,0.05343664,0.07114176,0.0953135,0.1470897,0.2386887,0.1357217,0.10047,0.0923617
AT3G27220,"Galactose oxidase/kelch repeat superfamily protein; CONTAINS InterPro DOMAIN/s: Galactose oxidase/kelch, beta-propeller (InterPro:IPR011043), Kelch related (InterPro:IPR013089), Kelch-type beta propeller (InterPro:IPR015915); BEST Arabidopsis thaliana protein match is: Galactose oxidase/kelch repeat superfamily protein (TAIR:AT1G51540.1); Has 1505 Blast hits to 1317 proteins in 198 species: Archae - 25; Bacteria - 276; Metazoa - 909; Fungi - 25; Plants - 115; Viruses - 52; Other Eukaryotes - 103 (source: NCBI BLink)."," ",Golgi,6,8,0,0,0.031033057,0.042261009,0.097417342,0.147482473,0.179302805,0.156194869,0.116780785,0.075618503,0.078834901,0.075074257,0.02388548,0.05464686,0.09468485,0.1382113,0.1452573,0.1399609,0.1235333,0.09646565,0.087047,0.09630728
AT2G43950,"Constitutes a peptide sensitive ion  channel in chloroplast outer membranes. Accumulates in germinating  seeds and developing embryos.","CHLOROPLAST OUTER ENVELOPE PROTEIN 37 (OEP37)",Plastid,6,4,0,0,0.043502239,0.0943211,0.114135315,0.119841358,0.101763533,0.124109186,0.130372308,0.102961498,0.093360992,0.07563247,0.02287564,0.06980182,0.1092757,0.1560795,0.08352111,0.1146864,0.1956002,0.07175361,0.1009164,0.07548952
AT2G44350,"encodes a mitochrondrion targeted citrate synthase, the first enzyme of the tricarboxylic acid cycle, catalyzing the condensation of acetyl-CoA and oxaloacetate, finally yielding citrate and CoA."," (ATCS)"," ",6,8,0,0,0.045082668,0.04078497,0.039512956,0.070368987,0.065078648,0.080044126,0.177145839,0.169813075,0.146346544,0.165822185,0.03940799,0.04951409,0.05477786,0.07638876,0.06789812,0.07320801,0.1578653,0.1872978,0.1567955,0.1368466
AT1G15500,"ATNTT2; FUNCTIONS IN: ATP:ADP antiporter activity; INVOLVED IN: transport; LOCATED IN: chloroplast, chloroplast envelope, cytoplasm; EXPRESSED IN: 7 plant structures; EXPRESSED DURING: M germinated pollen stage, seedling growth; CONTAINS InterPro DOMAIN/s: ADP/ATP carrier protein (InterPro:IPR004667); BEST Arabidopsis thaliana protein match is: nucleotide transporter 1 (TAIR:AT1G80300.1); Has 767 Blast hits to 762 proteins in 173 species: Archae - 0; Bacteria - 466; Metazoa - 8; Fungi - 28; Plants - 101; Viruses - 0; Other Eukaryotes - 164 (source: NCBI BLink)."," (ATNTT2)"," ",2,2,0,0,0.025248532,0.043600655,0.060594371,0.084257488,0.101262948,0.149522027,0.148127461,0.148366324,0.128573312,0.110446883,0.02243065,0.03787219,0.05269811,0.07784855,0.1013602,0.1420369,0.2270815,0.1327076,0.113409,0.09255532
AT5G08580,"Calcium-binding EF hand family protein; FUNCTIONS IN: calcium ion binding; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: EF-Hand 1, calcium-binding site (InterPro:IPR018247), EF-HAND 2 (InterPro:IPR018249), EF-hand-like domain (InterPro:IPR011992), Calcium-binding EF-hand (InterPro:IPR002048); BEST Arabidopsis thaliana protein match is: Calcium-binding EF hand family protein (TAIR:AT4G27790.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."," "," ",3,2,0,1,0.142544375,0.092932377,0.146991953,0.173095394,0.104183913,0.094994908,0.085176285,0.061994367,0.02377724,0.074309187,0.09989794,0.1682838,0.1592888,0.1328813,0.08364901,0.07240774,0.1341403,0,0.07216417,0.0772869
AT4G11220,"VIRB2-interacting protein 2 (BTI2); INVOLVED IN: biological_process unknown; LOCATED IN: endoplasmic reticulum, plasma membrane, endoplasmic reticulum membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: Reticulon (InterPro:IPR003388); BEST Arabidopsis thaliana protein match is: VIRB2-interacting protein 1 (TAIR:AT4G23630.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).","VIRB2-INTERACTING PROTEIN 2 (BTI2)",ER,3,2,0,0,0.192150569,0.054370452,0.237006044,0.21588859,0.043666187,0.215434632,0.006486403,0.011123753,0.01030959,0.013563779,0.03694472,0.06051845,0.05309675,0.3132793,0.1628837,0.1303247,0.04933844,0.09366749,0.09589952,0.004047032
AT3G16390,"Encodes a nitrile-specifier protein NSP3. NSP3 is one out of five (At3g16400/NSP1, At2g33070/NSP2, At3g16390/NSP3, At3g16410/NSP4 and At5g48180/NSP5) A. thaliana epithiospecifier protein (ESP) homologues that promote simple nitrile, but not epithionitrile or thiocyanate formation.","NITRILE SPECIFIER PROTEIN 3 (NSP3)"," ",2,2,0,0,0.094045001,0.107517239,0.112835158,0.098680639,0.07915176,0.078871713,0.112279073,0.147326078,0.135527133,0.033766206,0.071621688,0.070907143,0.059150393,0.044292655,0.038063379,0.044594538,0.266025443,0.258180026,0.015642407,0.131522327
AT3G27570,"Sucrase/ferredoxin-like family protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Thioredoxin fold (InterPro:IPR012335), Sucraseferredoxin-like (InterPro:IPR009737), Thioredoxin-like fold (InterPro:IPR012336); BEST Arabidopsis thaliana protein match is: Sucrase/ferredoxin-like family protein (TAIR:AT5G40510.1); Has 487 Blast hits to 487 proteins in 162 species: Archae - 6; Bacteria - 90; Metazoa - 0; Fungi - 283; Plants - 71; Viruses - 0; Other Eukaryotes - 37 (source: NCBI BLink)."," "," ",4,6,0,0,0.042594164,0.048205415,0.075842006,0.062270538,0.116421133,0.079857567,0.171771043,0.138673253,0.140196358,0.124168523,0.04658462,0.05550788,0.06351919,0.08040191,0.08885687,0.09467356,0.1831347,0.0976972,0.1333697,0.1562543
AT2G35490,"Plastid-lipid associated protein PAP / fibrillin family protein; FUNCTIONS IN: structural molecule activity; INVOLVED IN: biological_process unknown; LOCATED IN: thylakoid, chloroplast thylakoid membrane, chloroplast, plastoglobule; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Plastid lipid-associated protein/fibrillin (InterPro:IPR006843); BEST Arabidopsis thaliana protein match is: fibrillin (TAIR:AT4G04020.1); Has 422 Blast hits to 421 proteins in 82 species: Archae - 0; Bacteria - 91; Metazoa - 1; Fungi - 0; Plants - 314; Viruses - 0; Other Eukaryotes - 16 (source: NCBI BLink)."," "," ",3,5,0,0,0.066722214,0.101473494,0.103917057,0.090763792,0.102903862,0.102916408,0.120598038,0.096565334,0.116853448,0.097286353,0.07771042,0.08333914,0.08085277,0.08641556,0.0759406,0.06546679,0.1551687,0.1569136,0.11497,0.1032224
AT5G46800,"Seedling lethal mutation; Mitochondrial Carnitine Acyl Carrier-Like Protein","A BOUT DE SOUFFLE (BOU)"," ",5,5,0,0,0.042841258,0.052471373,0.054082074,0.085309017,0.099874398,0.107661408,0.135110694,0.132244845,0.14087969,0.149525244,0.03504426,0.04635454,0.05214179,0.06249642,0.07538101,0.09141874,0.183127,0.1421038,0.1386474,0.1732851
AT5G50200,"Wound-responsive gene 3 (WR3).  Encodes a high-affinity nitrate transporter. Up-regulated by nitrate. Involved in jasmonic acid-independent wound signal transduction.","WOUND-RESPONSIVE 3 (WR3)"," ",2,2,1,0,0.012105083,0.015459048,0.190708765,0.012232697,0.007333619,0.160343032,0.270856032,0.319758809,0,0.011202914,0.165381,0.01225788,0.1564747,0.01199769,0.01225386,0.01298047,0.006900944,0.2565503,0.01114237,0.3540607
AT1G47290,"Encodes an enzyme with 3&#946;-hydroxysteroid dehydrogenase/C4-decarboxylase activity <i>in vitro</i>. The activity of the enzyme was determined using microsomal extracts of yeast overexpressing the <i>Arabidopsis</i> gene. Cytosolic fractions failed to be associated to the activity, leading to the speculation that the enzyme is membrane-bound.","3BETA-HYDROXYSTEROID-DEHYDROGENASE/DECARBOXYLASE ISOFORM 1 (3BETAHSD/D1)"," ",4,5,1,0,0.103987385,0.122695346,0.138325915,0.13972352,0.128485142,0.120196895,0.085833471,0,0.075816142,0.084936184,0.1265273,0.1174764,0.1430492,0.1393282,0.1262952,0.07848221,0.07096694,0.07920776,0.0594314,0.05923527
AT3G45300,"Encodes isovaleryl-coenzyme a dehydrogenase.  Mutants have increases in 12 seed free amino acids, accumulation of seed homomethionine and 3-isovaleroyloxypropyl-glucosinolate, with a concomitant decrease in seed 3-benzoyloxypropyl-glucosinolate.","ISOVALERYL-COA-DEHYDROGENASE (IVD)"," ",8,7,0,0,0.025372445,0.046349017,0.069519455,0.101325973,0.118401817,0.090352765,0.12576691,0.128223457,0.139689265,0.154998898,0.02190538,0.03269057,0.06098047,0.08483302,0.07949147,0.08240591,0.171473,0.1430628,0.1567733,0.1663841
AT1G29470,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein; INVOLVED IN: biological_process unknown; LOCATED IN: Golgi apparatus; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF248, methyltransferase putative (InterPro:IPR004159); BEST Arabidopsis thaliana protein match is: S-adenosyl-L-methionine-dependent methyltransferases superfamily protein (TAIR:AT2G34300.2); Has 67484 Blast hits to 30961 proteins in 1935 species: Archae - 320; Bacteria - 15779; Metazoa - 19664; Fungi - 6042; Plants - 3831; Viruses - 666; Other Eukaryotes - 21182 (source: NCBI BLink)."," "," ",11,12,0,0,0.036211594,0.050094828,0.10588142,0.154957977,0.195739875,0.155807461,0.087018348,0.077168975,0.066824034,0.070295488,0.01971887,0.0502677,0.1020396,0.1309134,0.1402134,0.1310987,0.2597297,0.06173189,0.06070265,0.04358396
AT3G13790,"Encodes a protein with invertase activity."," (ATBFRUCT1)"," ",10,11,0,0,0.095139799,0.094956749,0.113496725,0.117361516,0.101230014,0.113172466,0.090568328,0.092730792,0.083481363,0.097862248,0.05402765,0.09097108,0.09404851,0.1026693,0.1106218,0.1052384,0.1433526,0.08455131,0.1033583,0.111161
AT1G53000,"Encodes a mitochondrial-localized CMP-KDO (3-deoxy-D-manno-octulosonate) synthetase. This is the enzyme activating KDO as a nucleotide sugar prior to its   incorporation into rhamnogalacturonan-II. Heterozygous mutants are defective in pollen development and in pollen tube elongation.","CMP-KDO SYNTHETASE (CKS)",Mitochondrion,5,5,0,0,0.062074987,0.03001245,0.061758589,0.083601192,0.103656274,0.115195695,0.144699861,0.131929378,0.152772425,0.11429915,0.03320106,0.05051415,0.05660898,0.06963662,0.08550084,0.09962381,0.2213567,0.09031156,0.1434106,0.1498357
AT1G48920,"Encodes ATNUC-L1 (NUCLEOLIN LIKE 1), the predominant form of the two nucleolin proteins found in Arabidopsis. This protein is involved in rRNA processing, ribosome biosynthesis, and vascular pattern formation. PARL1 localizes to the nucleolus and parl1 mutants accumulate elevated levels of the unspliced 35S pre-rRNA. parl1 mutants also have defects in cotyledon, leaf, sepal, and petal vein patterning and have reduced stature, reduced fertility, increased bushiness, and reduced root length. The sugar-induced expression of ribosome proteins is also reduced in parl1 mutants.","NUCLEOLIN LIKE 1 (NUC-L1)"," ",11,10,0,0,0.012336909,0.02473671,0.040224274,0.064273023,0.095843914,0.124500535,0.154951457,0.161432382,0.158948943,0.162751853,0.01132267,0.02335606,0.04910184,0.06043277,0.08671158,0.09551822,0.229206,0.1528934,0.1624781,0.1289793
AT4G39090,"Similar to cysteine proteinases, induced by desiccation but not abscisic acid.  Required for RRS1-R mediated resistance against Ralstonia solanacearum.  Interacts with the R. solanacearum type III effector PopP2.  RD19 associates with PopP2 to form a nuclear complex that is required for activation of the RRS1-R?mediated resistance response.","RESPONSIVE TO DEHYDRATION 19 (RD19)"," ",3,2,0,0,0.113268704,0.104290443,0.099282244,0.076881629,0.124407693,0.134969398,0.073235644,0.156937489,0.054450145,0.062276612,0.09522147,0.09923157,0.07981093,0.1204832,0.1186338,0.1341628,0.0833173,0.07830002,0.1194458,0.07139315
AT5G05000,"Outer membrane GTPase protein that may function in import of nuclear encoded proteins into the chloroplast. Phosphorylation of the G-domains regulate translocon assembly.","TRANSLOCON AT THE OUTER ENVELOPE MEMBRANE OF CHLOROPLASTS 34 (TOC34)",Plastid,6,10,0,0,0.022049625,0.040842478,0.085696124,0.100173763,0.11543496,0.133046671,0.14082302,0.130943505,0.118519247,0.112470608,0.0319039,0.02754081,0.05242625,0.07807127,0.09723338,0.1303592,0.1568304,0.1533768,0.1355348,0.1367232
AT3G23300,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein; INVOLVED IN: biological_process unknown; LOCATED IN: Golgi apparatus, plasma membrane, nucleus; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF248, methyltransferase putative (InterPro:IPR004159); BEST Arabidopsis thaliana protein match is: S-adenosyl-L-methionine-dependent methyltransferases superfamily protein (TAIR:AT4G14360.2); Has 1180 Blast hits to 1159 proteins in 67 species: Archae - 0; Bacteria - 68; Metazoa - 0; Fungi - 0; Plants - 1092; Viruses - 0; Other Eukaryotes - 20 (source: NCBI BLink)."," "," ",6,6,0,0,0.048909685,0.055456784,0.089778306,0.105011933,0.145161407,0.19009529,0.092322563,0.116872287,0.081829864,0.074561879,0.08611088,0.06606929,0.07068733,0.107326,0.1604733,0.150437,0.1735061,0.05556695,0.03558934,0.09423374
AT2G39795,"Mitochondrial glycoprotein family protein; CONTAINS InterPro DOMAIN/s: Mitochondrial glycoprotein (InterPro:IPR003428); BEST Arabidopsis thaliana protein match is: Mitochondrial glycoprotein family protein (TAIR:AT3G55605.1); Has 404 Blast hits to 404 proteins in 130 species: Archae - 0; Bacteria - 2; Metazoa - 6; Fungi - 117; Plants - 220; Viruses - 0; Other Eukaryotes - 59 (source: NCBI BLink)."," "," ",2,2,0,0,0.029005436,0.045899354,0.055307762,0.096718829,0.088819319,0.095510885,0.14576729,0.146760473,0.145037659,0.151172992,0.03574214,0.0511318,0.07495535,0.06904536,0.07336595,0.09237577,0.1397615,0.1333873,0.1596983,0.1705364
