Majority protein IDs,Lead protein ID,Protein names,Gene names,Class,nRatio H/L AP4B1_1_03K,nRatio H/L AP4B1_1_06K,nRatio H/L AP4B1_1_12K,nRatio H/L AP4B1_1_24K,nRatio H/L AP4B1_1_80K,nRatio H/L AP4B1_2_03K,nRatio H/L AP4B1_2_06K,nRatio H/L AP4B1_2_12K,nRatio H/L AP4B1_2_24K,nRatio H/L AP4B1_2_80K,nRatio H/L AP4E1_1_03K,nRatio H/L AP4E1_1_06K,nRatio H/L AP4E1_1_12K,nRatio H/L AP4E1_1_24K,nRatio H/L AP4E1_1_80K,nRatio H/L AP4E1_2_03K,nRatio H/L AP4E1_2_06K,nRatio H/L AP4E1_2_12K,nRatio H/L AP4E1_2_24K,nRatio H/L AP4E1_2_80K,nRatio H/L WT_1_03K,nRatio H/L WT_1_06K,nRatio H/L WT_1_12K,nRatio H/L WT_1_24K,nRatio H/L WT_1_80K,nRatio H/L WT_2_03K,nRatio H/L WT_2_06K,nRatio H/L WT_2_12K,nRatio H/L WT_2_24K,nRatio H/L WT_2_80K
O60763;O60763-2,O60763,General vesicular transport factor p115,USO1,,0.809157895,1.189888544,1.322455789,1.213549027,1.947604147,0.668639119,1.144104684,1.131043213,0.921931294,1.761137564,0.70690796,1.010585876,1.105637839,1.088234135,1.852444608,0.926144409,1.087576527,1.083539154,1.099150175,1.859302705,0.637386162,1.127660195,1.163488484,1.080872353,1.870878886,0.667244144,1.262973302,1.115426509,1.018653131,1.720310121
Q14694;Q14694-3;Q14694-2,Q14694,Ubiquitin carboxyl-terminal hydrolase 10,USP10,,7.179233302,4.1713076,0.869616283,0.494396926,0.508976011,5.501021582,4.07193636,0.891040911,0.40950754,0.44944632,5.524048595,3.812061309,0.832245814,0.499914616,0.554159178,6.018046392,3.958936837,0.914862705,0.493827741,0.502110797,5.959230535,3.927534752,0.81798218,0.502920762,0.552939169,6.023832656,4.122539546,0.816523452,0.461930656,0.462344969
P54578;P54578-2;P54578-3,P54578,Ubiquitin carboxyl-terminal hydrolase 14,USP14,,1.256132647,1.522471952,0.934294294,0.788818644,0.475329775,0.89104246,1.290747336,0.682490362,0.753364653,0.482330923,1.089298017,1.305557943,0.925517003,0.820694366,0.485392698,1.040772655,1.207675078,0.933129053,0.883465169,0.452149636,1.0828724,1.241069475,0.831749787,0.663862171,0.412190574,0.998806026,1.136353876,0.799436676,0.672451021,0.472236752
Q9Y4E8;Q9Y4E8-2;Q9Y4E8-3,Q9Y4E8,Ubiquitin carboxyl-terminal hydrolase 15,USP15,,0.62519641,0.859459021,0.482842843,0.513958101,0.619964415,0.56185872,0.796444117,0.421842454,0.390661104,0.666603112,0.425937421,0.872425154,0.541798723,0.577101423,0.66653111,0.607557641,0.733567269,0.556918891,0.534901638,0.768195071,0.671661694,0.7154047,0.43034493,0.407342423,0.549002401,0.565428602,0.901710686,0.439833203,0.467809218,0.633446083
Q9Y5T5;Q9Y5T5-2;Q9Y5T5-3;Q9Y5T5-4,Q9Y5T5,Ubiquitin carboxyl-terminal hydrolase 16,USP16,,3.747103181,3.341766923,1.260447114,0.816486922,0.414884349,3.321312537,3.356939157,1.337821509,0.735646156,0.393401002,3.353092449,3.162870649,1.085282237,0.702825542,0.423106692,3.474152766,2.817828879,1.287625639,0.600335225,0.364633172,3.696040853,3.192380063,1.141661429,0.778155938,0.412678099,3.687155416,2.781762222,0.987842313,0.583515154,0.354267648
O94966-7;O94966-6;O94966-5;O94966;O94966-3;O94966-4,O94966,Ubiquitin carboxyl-terminal hydrolase 19,USP19,,1.31642954,1.329286194,0.871338005,0.841254494,2.185042027,1.106523608,0.851256021,0.852097359,1.112388712,1.169475623,1.246570577,0.910199112,0.989953392,1.362854178,1.688202653,1.344145082,0.823473197,0.945795306,1.331843444,1.657003906,0.933583683,0.805840396,0.87867204,1.137638727,1.563615976,1.039646958,0.932531673,0.829077226,1.510451406,2.011832944
Q9UPT9;Q9UPT9-2,Q9UPT9,Ubiquitin carboxyl-terminal hydrolase 22,USP22,,2.353759946,2.493195347,1.084431098,0.78516177,0.603116756,2.261212277,2.943086768,1.223430577,0.668517363,0.621616333,2.579008042,2.52069904,1.008872777,0.684290725,0.590602002,2.477219763,2.377333134,1.091226077,0.665110124,0.579743102,2.489102031,2.401359453,1.022647787,0.719289716,0.668177996,2.415924335,2.430033641,0.953580741,0.642244254,0.555032488
Q8TEY7;Q8TEY7-2;Q8TEY7-3,Q8TEY7,Ubiquitin carboxyl-terminal hydrolase 33,USP33,,1.165156374,0.86152439,0.949349349,2.291310276,4.318424443,1.198879051,0.900773671,0.899579953,2.059966928,4.817388599,0.976527807,0.787537602,1.133671673,2.821338027,5.68838631,1.1612682,0.865238166,1.069670994,2.442555944,5.169820667,0.867591923,0.79288767,1.15291508,2.808441673,5.3887406,0.902667712,0.741306993,1.013411964,2.495562816,4.873010891
Q53GS9;Q53GS9-2;Q53GS9-3,Q53GS9,U4/U6.U5 tri-snRNP-associated protein 2,USP39,,2.427229744,3.471000007,1.073927261,0.693194496,0.503883674,2.731474762,3.50648819,1.260716957,0.660161854,0.479019383,2.30874699,3.285059447,1.10736406,0.669184389,0.520235081,1.952845704,2.939525161,1.036334579,0.544240892,0.406421326,2.757709304,3.911781437,1.162749085,0.771546348,0.630833547,2.937527069,3.476487009,1.163507135,0.703810891,0.546372819
Q70EL4;Q70EL4-4;Q70EL4-3;Q70EL4-2,Q70EL4,Ubiquitin carboxyl-terminal hydrolase 43,USP43,,2.433543555,1.716174052,1.037077077,0.818296765,0.590158905,1.404758449,1.495217433,1.098889464,0.621768126,0.526695534,2.489512207,1.531012749,0.972235457,0.764183535,0.718243713,1.766031889,1.49992534,1.492214019,0.912964978,0.618964527,1.715092117,1.693627201,0.996872343,0.704957193,0.722378637,1.820107926,1.715267339,1.168238181,0.713431385,0.555741535
P45974;P45974-2,P45974,Ubiquitin carboxyl-terminal hydrolase 5,USP5,,0.58648127,0.747250478,0.428281615,0.313933309,0.733002025,0.457143814,0.593256649,0.3183037,0.37069768,0.642689774,0.55009925,0.657255408,0.474531331,0.366781825,0.650671004,0.537175441,0.625414365,0.472891049,0.432487429,0.889957109,0.489592365,0.556923436,0.361566047,0.311341296,0.617085329,0.521930492,0.638451077,0.385305152,0.355325186,0.740116935
Q93009;Q93009-3,Q93009,Ubiquitin carboxyl-terminal hydrolase 7,USP7,,0.70759164,1.312718984,0.90283617,0.713400273,0.661108043,0.926111179,1.405706333,0.826894528,0.841168676,0.703230759,0.840196727,1.546626558,1.029932677,0.831676015,0.520471212,0.872233828,1.348245483,1.036044008,0.916281942,0.485888617,0.976147052,1.453141182,1.051055492,0.793940035,0.655904543,1.017722319,1.492233913,1.026702901,0.908283121,0.695412119
P40818;P40818-2,P40818,Ubiquitin carboxyl-terminal hydrolase 8,USP8,,3.315037632,1.735204951,0.86645312,0.762513946,0.683894717,2.811861511,1.652817007,0.866137292,0.731156302,0.633106376,3.229217116,1.866065034,0.869974107,0.770672692,0.741030317,2.673431418,1.593847992,0.880456461,0.720781016,0.649303718,3.031698289,1.786250857,0.843713261,0.733312194,0.642034444,3.173161339,1.771813041,0.758496628,0.613518433,0.552777487
Q93008;Q93008-1,Q93008,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,USP9X,,0.760642,1.161327442,0.746666667,0.559179373,0.736278299,0.660656268,0.922469196,0.570447091,0.550434202,0.709833771,0.733647569,1.118278184,0.784422579,0.69000486,0.821682037,0.778052234,1.02363745,0.815579887,0.742952921,0.788188542,0.763677025,1.027495369,0.71767533,0.555177395,0.685119505,0.832902176,0.98559874,0.697928242,0.595125315,0.780149016
Q9BVJ6;Q9BVJ6-3;Q9BVJ6-2,Q9BVJ6,U3 small nucleolar RNA-associated protein 14 homolog A,UTP14A,,0.430257503,2.258628448,1.604404404,0.964720466,0.505859255,1.100114998,6.173400467,2.951838426,1.307642608,0.779315916,0.857318263,4.560234923,1.428068358,0.84879215,0.502853245,0.69676092,3.467672092,1.213675327,0.686399859,0.391212329,0.915537005,3.884213137,1.83651891,1.081295141,0.632040172,1.02090625,4.297043877,1.659496749,1.116339012,0.762109007
Q8TED0;Q8TED0-3,Q8TED0,U3 small nucleolar RNA-associated protein 15 homolog,UTP15,,0.355151854,2.60752827,1.563029696,0.956551382,0.608736732,0.958835285,5.217705732,2.558720295,1.237338064,0.879836229,0.712515092,3.094685575,1.246580356,0.780918728,0.664025502,0.700977248,3.355084366,1.404118183,0.725615314,0.507435635,0.846663039,3.218197996,1.405094458,0.959546207,0.749814131,0.93136991,3.219812469,1.643763272,0.96244503,0.667457079
Q9Y5J1,Q9Y5J1,U3 small nucleolar RNA-associated protein 18 homolog,UTP18,,0.644711825,3.571908032,1.173960627,0.813201934,0.618393766,1.251800328,4.404328189,1.828528684,0.962876573,0.733797284,1.256024939,3.838991548,1.191161747,0.675896857,0.583767333,1.059555635,3.447663133,1.185159748,0.577116476,0.437357169,1.534984124,3.333868168,1.137003216,0.865208047,0.668141431,1.288672465,3.144943096,1.339986137,0.761466023,0.68453232
O75691,O75691,Small subunit processome component 20 homolog,UTP20,,0.52077459,2.834866378,1.122068735,0.762972604,0.60692067,1.2568245,3.599410537,1.657747857,0.925698391,0.776275319,1.014618108,3.478011746,1.097669601,0.746673322,0.689357069,0.940304668,2.990144841,1.020406007,0.591878143,0.547535152,1.169625612,3.112300713,1.207349625,0.877370257,0.746535522,1.246883377,3.299978527,1.192333506,0.814655708,0.677930048
P63027,P63027,Vesicle-associated membrane protein 2,VAMP2,,1.415455922,1.32422604,0.763937271,0.849770671,0.784637094,1.146181071,1.372958369,0.783992174,0.655650098,0.713958144,1.596873103,1.241183212,0.840407388,0.8753793,0.723596007,1.109529283,1.161430491,0.828232932,0.882241891,0.764176114,1.114504912,1.253686713,0.812525417,0.944438572,0.930003535,0.9717075,1.14508625,0.804244738,0.867901918,0.774034941
Q15836,Q15836,Vesicle-associated membrane protein 3,VAMP3,,1.486328447,1.355826184,0.969049049,0.979347961,0.796711455,1.265533065,1.38155471,0.861810231,0.725122376,0.842676728,1.491142504,1.308566108,0.957762817,0.955968316,0.814558764,1.46453903,1.30456921,1.054799044,0.93681889,0.764243659,1.201437515,1.254868212,0.836733336,1.019906282,0.896266774,1.250043896,1.351370696,0.939695673,0.913019885,0.863549186
O75379;O75379-2,O75379,Vesicle-associated membrane protein 4,VAMP4,,1.453467932,1.099499148,0.95971972,1.447254246,0.612356586,1.411568993,1.32327698,1.093641752,1.124982205,1.125321746,1.631389027,0.915026501,1.058947005,1.406465512,1.062679558,1.370814628,0.934134687,1.020577708,1.239039021,1.125443267,1.364204433,1.123838558,0.992007098,1.215572702,1.298889661,1.079106627,1.17759645,0.776023501,1.197531004,0.813834548
Q9P0L0,Q9P0L0,Vesicle-associated membrane protein-associated protein A,VAPA,,1.226515135,0.811262162,1.02339673,2.558819883,5.762930241,1.151540188,0.83430895,0.809367628,1.941478586,5.586368494,1.002967278,0.745781407,1.077410668,3.598460467,6.405567435,1.166386213,0.844303419,1.002020789,2.548886994,5.286336669,0.946607428,0.77245212,1.034759141,3.08099919,5.805574853,0.951093891,0.736955121,1.018473083,2.962569384,6.930525043
P26640,P26640,Valine--tRNA ligase,VARS,,2.119287974,2.246236234,0.82379713,0.488694682,0.373483036,1.585405339,1.985481736,0.792139939,0.435745809,0.315539656,2.006289265,2.174330325,0.761815985,0.504131254,0.374371958,1.662655652,2.012393609,0.834400962,0.44809598,0.327652006,2.261634964,2.06718497,0.747591408,0.520536941,0.38697332,1.805944117,1.885047599,0.646337841,0.387182473,0.318606084
Q6EMK4,Q6EMK4,Vasorin,VASN,,0.860658502,0.862955395,0.963069736,2.328870708,6.753911283,0.723871515,0.921964332,0.986627539,2.214593121,5.997601642,0.865844924,0.913508093,0.861508717,1.973675568,7.400857941,0.830883333,0.972271166,0.996407486,1.949363366,5.112406984,0.828245621,0.821870852,0.877104514,2.805764014,8.082440552,0.845637898,1.018581347,0.99918582,2.234192885,7.785333194
P50552,P50552,Vasodilator-stimulated phosphoprotein,VASP,,0.633232169,1.224158915,1.175068402,0.978405851,0.942708142,0.603737984,1.318828715,1.310662294,0.960270267,0.958771318,0.687971951,1.420928234,1.308213361,1.105862572,1.050754962,0.66684023,1.280483799,1.286053914,0.941217985,0.959360119,0.691645788,1.519903146,1.216651263,0.926977416,0.942094166,0.707687085,1.542480853,1.139191761,0.873260454,0.852750753
Q99536;Q99536-3;Q99536-2,Q99536,Synaptic vesicle membrane protein VAT-1 homolog,VAT1,,1.182117566,0.878637447,1.545679012,1.691087145,1.356156819,0.860261034,0.889721233,1.500316474,1.393935412,1.221657476,0.92880579,0.799312419,1.543656137,1.838769425,1.352110089,1.003943283,0.870598776,1.639348593,2.051342371,1.552533519,0.812028726,0.694093966,1.316292654,1.646337596,1.451850768,0.843917171,0.798668671,1.64805422,1.99215438,1.68090572
P61758,P61758,Prefoldin subunit 3,VBP1,,1.83287056,1.921383207,0.631084418,0.466208008,0.622651696,1.3146583,1.699755755,0.572898326,0.426733248,0.60667426,1.672726281,1.741297808,0.628427412,0.498114992,0.618858964,1.489049612,1.59086158,0.640207098,0.422018996,0.587330714,1.703850317,1.726300742,0.608451329,0.434119015,0.583714213,1.75502464,1.76164913,0.56882571,0.39385238,0.518859481
P18206;P18206-2,P18206,Vinculin,VCL,,0.523701902,0.75952467,0.744277611,0.729341763,1.421805019,0.403005571,0.692469333,0.590114506,0.744801078,1.333948812,0.413645386,0.707248245,0.804695322,0.834697282,1.549016778,0.435894668,0.683455278,0.793509701,0.902178963,1.706537279,0.443931521,0.755896553,0.72403416,0.66304478,1.356783307,0.423439347,0.690916899,0.674218002,0.730072238,1.431344515
P55072,P55072,Transitional endoplasmic reticulum ATPase,VCP,,1.120572261,0.736776107,0.692572573,1.217391843,2.351800724,0.952169884,0.72153315,0.588917659,1.038744155,2.094800379,0.835408154,0.684214296,0.789228379,1.368371274,2.236288027,0.859495946,0.68847245,0.720365063,1.273973006,1.98876493,0.830278713,0.685283778,0.749129358,1.319367227,2.48028569,0.815870489,0.65318159,0.696431911,1.187808766,2.222803408
Q9HBM0;Q9HBM0-2,Q9HBM0,Vezatin,VEZT,,1.574865293,0.786212187,0.75971972,1.956985249,5.925885024,1.333638505,0.795052329,0.670878647,1.575938763,4.996613197,1.372724234,0.759203552,0.940003452,2.636778016,7.409778431,1.468094969,0.851082574,0.874314847,2.258358573,5.693636087,1.277379465,0.809428651,0.968272395,2.524891661,6.287859398,1.195495675,0.731672751,0.865110189,2.18637304,5.549278748
P08670,P08670,Vimentin,VIM,,0.786112486,0.964379762,0.646740073,0.549845048,0.578477207,0.6351893,0.964318365,0.644743656,0.51832627,0.644907503,0.732201447,1.008967197,0.686138443,0.530232375,0.509333718,0.680073405,0.968463491,0.70917808,0.51966948,0.562057436,0.753260421,1.024052978,0.769817738,0.554176796,0.629553792,0.739128399,1.035931573,0.806929331,0.633155092,0.704432123
Q9BQE4,Q9BQE4,Selenoprotein S,VIMP,,1.678469188,0.820467806,0.767674341,1.804760134,6.040125161,1.334531691,0.867780097,0.617009034,1.440805107,5.087028294,1.511197211,0.762727403,0.962900052,2.214982858,8.781566071,1.455395186,0.751694789,0.751363702,1.768577058,5.513514731,1.383339413,0.756552941,0.797500832,2.232463094,6.426438505,1.114363975,0.704044091,0.722331635,1.639666731,5.907986656
Q9BQB6;Q9BQB6-3;Q9BQB6-2,Q9BQB6,Vitamin K epoxide reductase complex subunit 1,VKORC1,,1.677321222,0.851477845,0.857630964,2.49659105,9.674949383,1.502673976,0.60508685,0.916554462,2.074531577,6.041956217,1.32804453,0.738690732,1.037127568,3.585981321,9.950281389,1.416279852,0.813692698,1.06786153,2.762372453,7.997725968,1.212320535,0.828857739,0.975267108,3.812282,9.959169744,1.149328682,0.896056116,1.138861688,2.957595216,8.785902756
Q8N0U8;Q8N0U8-2,Q8N0U8,Vitamin K epoxide reductase complex subunit 1-like protein 1,VKORC1L1,,1.545018188,0.773760963,0.860567234,2.36717491,7.054420517,1.275916353,0.749164245,0.750491973,1.860004161,6.767585034,1.329599793,0.725812921,0.960055239,2.899496893,9.02674835,1.327381368,0.736673137,0.927172348,2.597935719,7.759290322,1.222127212,0.702918739,1.000007394,3.265757672,11.13678745,1.130681619,0.724414859,0.880590611,2.875069243,7.748718485
P98155-2;P98155,P98155,Very low-density lipoprotein receptor,VLDLR,,2.492376791,1.773414276,0.924711378,0.784876658,0.785385606,1.881831478,1.631667281,0.846308763,0.635412902,0.678594903,1.982005334,1.738432889,0.981943725,0.927739173,0.80141416,1.990945054,1.658354487,0.991969675,0.890687211,0.779970505,1.878576597,1.531863996,0.807512293,0.838656943,0.83783685,1.525009072,1.511845967,0.802429337,0.824931888,0.945240669
Q96RL7;Q96RL7-3;Q96RL7-2,Q96RL7,Vacuolar protein sorting-associated protein 13A,VPS13A,,0.724997668,0.898405978,4.384384384,8.120862774,13.92846187,0.557962196,0.934790618,3.272455262,8.687210487,0.799476174,0.549567187,0.919954161,4.230899361,7.419181105,10.35485183,0.628385286,1.032148723,3.70200626,3.852971447,8.921523376,0.503596778,0.912116925,4.665015343,10.46175528,23.35003108,0.482365473,0.883544485,4.066168623,8.143504754,7.941904662
Q709C8;Q709C8-3;Q709C8-4;Q709C8-2,Q709C8,Vacuolar protein sorting-associated protein 13C,VPS13C,,2.138516398,1.267900479,1.143903904,1.337424073,1.073403276,1.41692811,1.149835578,0.99968928,1.056342193,0.982293292,1.660175035,1.13874803,1.351451752,1.24868969,0.931023626,1.455522183,1.112318949,1.197918455,1.330667216,0.863873285,1.354158569,0.952302464,1.126488964,1.148321178,1.007702902,1.197485631,1.120893279,1.111245585,1.057553388,0.908254001
Q9UK41-2;Q9UK41,Q9UK41,Vacuolar protein sorting-associated protein 28 homolog,VPS28,,1.31208162,1.34774174,0.872872873,0.995314243,0.838002331,1.287192828,1.477069603,1.053593417,0.747582597,0.738102286,1.391005396,1.38213723,0.863966857,0.685078881,0.864526624,1.436599506,1.41051217,0.950338779,0.764289705,0.806538405,1.239946661,1.321994836,0.75927391,0.780227601,0.760332492,1.48837046,1.271161692,0.829165246,0.686672621,0.74654485
Q86VN1;Q86VN1-2,Q86VN1,Vacuolar protein-sorting-associated protein 36,VPS36,,1.15330363,1.849537874,1.092118785,0.844514689,0.657893122,1.227349359,1.716948436,1.00390126,0.731342466,0.60645349,1.457581566,1.579573127,0.950139824,0.825594073,0.570845741,1.354431907,1.731670897,0.961974826,0.767430235,0.592633037,1.20753679,1.66897618,0.90330881,0.745967657,0.630882299,1.541514006,1.612196693,1.102003543,0.73604124,0.607246225
Q9H9H4,Q9H9H4,Vacuolar protein sorting-associated protein 37B,VPS37B,,2.236954447,1.758514115,1.001081081,0.860741292,0.782207497,1.438922818,1.970199353,1.100431555,0.701578019,0.752522541,1.769998431,1.6867211,0.963134818,0.795657257,0.82149838,1.694913102,1.715842915,0.86487129,0.741800218,0.778473246,1.805385301,1.59939904,0.923376095,0.702758694,0.743781004,1.970174063,1.950898289,0.885607719,0.686932634,0.711069266
Q9UN37,Q9UN37,Vacuolar protein sorting-associated protein 4A,VPS4A,,1.261944223,0.826678665,0.6669336,1.033172183,1.815939628,0.913684728,0.782103238,0.558329018,1.037484806,2.420234517,0.978437779,0.740323736,0.561753841,0.962483744,1.92328379,0.974136891,0.738196207,0.653362038,1.100914518,2.292607144,0.955636746,0.726504952,0.629967836,0.863235035,1.587017197,0.988844538,0.836117672,0.601788995,1.021807206,2.370889563
Q9UID3;Q9UID3-2,Q9UID3,Vacuolar protein sorting-associated protein 51 homolog,VPS51,,2.243124762,2.639836541,1.041321321,0.645060121,0.526915762,2.084026483,2.604418246,1.134679786,0.5979719,0.452527057,2.356359866,2.842286205,0.968078716,0.648849948,0.549895709,1.880837932,2.28042407,1.048340444,0.592113388,0.471208727,2.190835541,2.688857447,0.93196791,0.670091252,0.551366899,1.929321425,2.804380502,0.852402381,0.507749528,0.504806407
Q8N1B4;Q8N1B4-2,Q8N1B4,Vacuolar protein sorting-associated protein 52 homolog,VPS52,,2.741198333,2.80285316,1.114501168,0.637002603,0.588023805,2.058459031,2.808137869,1.168191495,0.613938259,0.504839365,2.189646587,2.55149692,1.036796133,0.63579282,0.58258668,2.181568804,2.33836046,1.085546736,0.579174876,0.566470409,1.953083423,2.632262205,0.979925321,0.635281683,0.566224237,2.098116565,2.31937585,0.953635754,0.579038403,0.496088619
Q5VIR6-4;Q5VIR6;Q5VIR6-2;Q5VIR6-3,Q5VIR6,Vacuolar protein sorting-associated protein 53 homolog,VPS53,,2.309706767,2.736613828,1.0528662,0.699231437,0.580636849,1.694932285,2.339569091,1.144599804,0.617092108,0.494513379,2.376960279,2.695029365,0.940445365,0.676225255,0.608469218,2.166075068,2.404509482,1.068363425,0.669074014,0.554987673,2.072079075,2.390857243,0.936271212,0.680985097,0.579131473,2.053166957,2.391668456,0.994443772,0.635540432,0.527565645
Q9P1Q0;Q9P1Q0-4;Q9P1Q0-2;Q9P1Q0-3,Q9P1Q0,Vacuolar protein sorting-associated protein 54,VPS54,,0.894638283,1.288524663,1.31304638,1.177265402,1.076802258,0.739669744,1.26453532,1.454514069,1.006033926,0.935931722,1.211672658,1.253817505,1.266853099,0.979205801,1.049088929,1.108741896,1.019844707,1.349173854,1.418531479,1.20681309,1.057410918,1.308298204,1.251521313,1.174970933,1.310834034,0.760022943,1.368921337,1.077666164,1.104661022,1.286861713
Q86Y07;Q86Y07-3;Q86Y07-4;Q86Y07-5;Q86Y07-2,Q86Y07,Serine/threonine-protein kinase VRK2,VRK2,,1.756243857,0.849176434,0.954647981,2.161522251,4.534756734,1.534047138,0.794711204,0.794430059,1.840183098,4.022518477,1.341318836,0.741842143,1.072991542,2.641638315,3.645987747,1.389864303,0.847469016,0.977044893,2.453494869,3.494241745,1.264822134,0.75664046,1.055802433,2.731635134,3.989542579,1.37166536,0.772013456,1.019265258,2.352894627,3.035882414
Q9NP79;Q9NP79-2,Q9NP79,Vacuolar protein sorting-associated protein VTA1 homolog,VTA1,,0.815500405,0.889377365,0.750897564,0.735862154,1.754340757,0.557057845,0.72216082,0.504597503,0.723238827,1.328630277,0.704043002,0.692708781,0.733160711,0.773693959,1.663671306,0.719849127,0.611034792,0.562492571,0.858258594,1.494556958,0.62016468,0.757471885,0.628237643,0.60265652,1.188233573,0.690667104,0.648944242,0.539339194,0.753710843,1.112819798
A3KMH1;A3KMH1-3;A3KMH1-2,A3KMH1,von Willebrand factor A domain-containing protein 8,VWA8,,0.694203491,0.860653984,6.069536203,16.72864758,23.49469293,0.513894626,0.83819777,5.335404799,12.59787334,18.55165251,0.53798457,0.852829108,8.14555498,16.17822849,24.35818389,0.590501832,0.918157384,6.323088505,15.90848943,17.2387396,0.476915441,0.822279271,7.009353396,17.35264067,22.38838714,0.513830198,0.808803951,5.463147356,14.35612784,18.23412491
Q9BTA9;Q9BTA9-2;Q9BTA9-3,Q9BTA9,WW domain-containing adapter protein with coiled-coil,WAC,,1.754234917,4.02451888,1.091331331,0.620664435,0.551089024,2.743756071,5.558148103,1.486506703,0.671200324,0.54951506,1.795510201,3.556080791,0.945637839,0.574145835,0.537131538,1.680435349,2.92683291,0.79481727,0.468985797,0.411014421,3.237758098,4.151144303,1.128928981,0.833231159,0.736212171,2.991021784,3.757497674,1.346147499,0.732694982,0.610280015
Q7Z5K2;Q7Z5K2-2;Q7Z5K2-3,Q7Z5K2,Wings apart-like protein homolog,WAPAL,,0.470594144,2.409695432,1.155422089,0.695636544,0.574550586,0.987841504,3.659994269,2.154554347,1.34914638,0.766019578,0.773579629,3.596762641,1.218491283,0.865579886,0.662398825,0.676542865,1.609675974,1.127402163,0.818360926,0.54437177,1.042234487,0.576308765,1.137446856,0.947989994,0.7312516,1.021397886,3.067496958,1.286404295,0.876425834,0.682009973
P23381;P23381-2,P23381,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS,,1.198849164,1.48898347,0.824891558,0.581294161,0.718314007,0.870253553,1.252227544,0.613763738,0.553314279,0.57635861,1.05974802,1.216616531,0.765392715,0.579308261,0.670886408,1.040086867,1.184978349,0.751548611,0.61467345,0.607830776,1.143063869,1.332205318,0.713593848,0.519296762,0.650078613,1.058984654,1.244678262,0.682018726,0.558926936,0.612000325
Q9Y6W5;Q9Y6W5-2,Q9Y6W5,Wiskott-Aldrich syndrome protein family member 2,WASF2,,1.574721798,1.827113868,0.993073073,0.760914838,0.746634763,1.01896904,1.642446819,1.076022786,0.756025713,0.732221793,1.290595434,1.513250251,0.900355602,0.838204579,0.84768264,1.262675971,1.590413618,1.047534769,0.897626959,0.782345856,1.285033456,1.663141619,0.945572849,0.740992848,0.763708606,1.224993855,1.59143941,1.015887511,0.713193981,0.588683149
O00401,O00401,Neural Wiskott-Aldrich syndrome protein,WASL,,2.538295415,2.450855284,0.998825492,0.701611504,0.598490705,2.036241026,2.331245651,1.048414753,0.647732624,0.576027456,2.001377908,2.303538175,0.95821854,0.678077423,0.627372785,1.890489767,2.171420039,1.054693382,0.675613844,0.62435691,2.391992011,2.390127923,0.888964472,0.675249269,0.613428888,2.216577509,2.303485792,0.941841147,0.58492827,0.541723332
Q9Y2W2,Q9Y2W2,WW domain-binding protein 11,WBP11,,2.984567038,3.866665683,1.049075742,0.613685385,0.501773115,3.799278752,4.865938024,1.265090051,0.612437991,0.489265089,3.343406162,3.288210858,0.831582945,0.518961735,0.469506356,3.206695326,3.43676273,0.89699259,0.479242509,0.400770019,4.457015063,4.134807532,1.097060889,0.639255893,0.595402635,4.412319002,4.556152029,1.086864197,0.628610511,0.54953447
Q96I51;Q96I51-3;Q96I51-2,Q96I51,Williams-Beuren syndrome chromosomal region 16 protein,WBSCR16,,0.648944948,0.841136248,13.38805472,33.24036197,18.92140622,0.468587761,0.825835414,11.39432649,21.05193995,18.03384796,0.484887346,0.852714511,13.88434317,23.77605843,21.01693581,0.528882483,0.855338211,11.53104487,22.32952039,17.91419469,0.448105338,0.852604402,12.40519058,30.66483458,15.72269553,0.467148158,0.807673037,9.673337808,76.50270753,19.28374656
O75717;O75717-2,O75717,WD repeat and HMG-box DNA-binding protein 1,WDHD1,,1.249230504,1.550059379,0.888288288,0.687566629,0.768206638,1.915549254,1.612973652,0.812877611,0.897291851,0.897698479,1.121112695,1.289944134,0.792142241,0.639851827,0.552401317,1.48092175,1.583992833,0.77692074,0.725685888,0.856488309,1.119037511,1.321586417,0.872490665,0.561392383,0.737686936,1.217034028,1.132846611,0.925029432,0.783216704,0.860306169
O75083;O75083-3,O75083,WD repeat-containing protein 1,WDR1,,0.503009822,0.779219438,1.104971638,1.446758398,2.334253635,0.409045742,0.825671674,0.952045572,1.507824392,2.30503304,0.449225438,0.82372153,1.08149836,1.618216927,2.577890304,0.476965768,0.825996715,1.085269372,1.728467668,2.778034201,0.464920201,0.865236227,1.123339125,1.496811472,2.442989994,0.473445785,0.860868943,1.058940026,1.454039816,2.439585731
Q9BZH6,Q9BZH6,WD repeat-containing protein 11,WDR11,,2.032616572,2.433299648,1.242308976,0.735366307,0.494300264,1.772639477,2.13489432,1.217561425,0.585980705,0.44234156,1.827024741,2.102707349,1.283093389,0.836365547,0.500019678,1.936843977,1.965058982,1.330418818,0.809492163,0.463621115,1.629821865,2.217279052,1.191201153,0.770235704,0.49604495,1.574055649,2.053968936,1.244815104,0.744033824,0.487138357
