"Protein ID","Protein name","Protein Description (TAIR10)","Subcellular localisation marker (known localisation)","Localisation Method",PMID
AT2G18020,"RPL8A / EMB2296","embryo defective 2296 (EMB2296); FUNCTIONS IN: structural constituent of ribosome, protein binding; INVOLVED IN: translation, embryo development ending in seed dormancy; LOCATED IN: in 7 components; EXPRESSED IN: male gametophyte, guard cell, cultured cell; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage; CONTAINS InterPro DOMAIN/s: Nucleic acid-binding, OB-fold (InterPro:IPR012340), Ribosomal protein L2 (InterPro:IPR002171), Translation protein SH3-like (InterPro:IPR008991), Nucleic acid-binding, OB-fold-like (InterPro:IPR016027), Ribosomal protein L2, C-terminal (InterPro:IPR022669), Ribosomal protein L2, domain 3 (InterPro:IPR014726), Ribosomal Proteins L2, RNA binding domain (InterPro:IPR022666), Ribosomal protein L2, conserved site (InterPro:IPR022671); BEST Arabidopsis thaliana protein match is: Ribosomal protein L2 family (TAIR:AT4G36130.1); Has 10660 Blast hits to 10653 proteins in 3642 species: Archae - 317; Bacteria - 5675; Metazoa - 457; Fungi - 292; Plants - 1219; Viruses - 0; Other Eukaryotes - 2700 (source: NCBI BLink).",Ribosome,"Homology to rat r-protein",11598216
AT2G01250,RPL7B,"Ribosomal protein L30/L7 family protein; FUNCTIONS IN: structural constituent of ribosome, transcription regulator activity; INVOLVED IN: translation; LOCATED IN: in 8 components; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L30, N-terminal (InterPro:IPR012988), Ribosomal protein L7, eukaryotic (InterPro:IPR005998), Ribosomal protein L30p/L7e, conserved region (InterPro:IPR000517), Ribosomal protein L30, conserved site (InterPro:IPR018038), Ribosomal protein L30, ferredoxin-like fold domain (InterPro:IPR016082); BEST Arabidopsis thaliana protein match is: Ribosomal protein L30/L7 family protein (TAIR:AT3G13580.1); Has 1297 Blast hits to 1295 proteins in 388 species: Archae - 210; Bacteria - 1; Metazoa - 453; Fungi - 213; Plants - 195; Viruses - 0; Other Eukaryotes - 225 (source: NCBI BLink).",Ribosome,"Homology to rat r-protein",11598216
AT4G18100,RPL32A,"Ribosomal protein L32e; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation, ribosome biogenesis; LOCATED IN: cytosolic ribosome, ribosome, cytosolic large ribosomal subunit, nucleolus; EXPRESSED IN: callus, pollen tube, leaf; CONTAINS InterPro DOMAIN/s: Ribosomal protein L32e (InterPro:IPR001515), Ribosomal protein L32e, conserved site (InterPro:IPR018263); BEST Arabidopsis thaliana protein match is: Ribosomal protein L32e (TAIR:AT5G46430.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",Ribosome,"Homology to rat r-protein",11598216
AT4G29410,RPL28C,"Ribosomal L28e protein family; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation, ribosome biogenesis; LOCATED IN: ribosome, cytosolic large ribosomal subunit, plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L28e (InterPro:IPR002672); BEST Arabidopsis thaliana protein match is: Ribosomal L28e protein family (TAIR:AT2G19730.3); Has 531 Blast hits to 531 proteins in 207 species: Archae - 0; Bacteria - 0; Metazoa - 284; Fungi - 94; Plants - 107; Viruses - 0; Other Eukaryotes - 46 (source: NCBI BLink).",Ribosome,"Homology to rat r-protein",11598216
AT5G27770,RPL22C,"Ribosomal L22e protein family; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: ribosome, cytosolic large ribosomal subunit, nucleolus, plasma membrane, membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L22e (InterPro:IPR002671); BEST Arabidopsis thaliana protein match is: Ribosomal L22e protein family (TAIR:AT3G05560.3); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",Ribosome,"Homology to rat r-protein",11598216
AT4G27090,RPL14B,"Ribosomal protein L14; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation, ribosome biogenesis; LOCATED IN: in 8 components; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L14 (InterPro:IPR002784); BEST Arabidopsis thaliana protein match is: Ribosomal protein L14 (TAIR:AT2G20450.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",Ribosome,"Homology to rat r-protein",11598216
AT3G49010,"RPL13B / BBC1","Encodes 60S ribosomal protein L13. Homolog of human breast basic conserved 1 (BBC1).",Ribosome,"Homology to rat r-protein",11598216
AT3G24830,RPL13aB,"Ribosomal protein L13 family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: cytosolic ribosome, cytosolic large ribosomal subunit, large ribosomal subunit, membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L13 (InterPro:IPR005822), Ribosomal protein L13, eukaryotic/archaeal (InterPro:IPR005755); BEST Arabidopsis thaliana protein match is: Ribosomal protein L13 family protein (TAIR:AT3G07110.1); Has 2057 Blast hits to 2057 proteins in 651 species: Archae - 298; Bacteria - 471; Metazoa - 343; Fungi - 197; Plants - 326; Viruses - 0; Other Eukaryotes - 422 (source: NCBI BLink).",Ribosome,"Homology to rat r-protein",11598216
AT1G77940,RPL30e,"Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: cytosolic ribosome, cytosolic large ribosomal subunit; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L7Ae/L30e/S12e/Gadd45 (InterPro:IPR004038), Ribosomal protein L30e (InterPro:IPR000231); BEST Arabidopsis thaliana protein match is: Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein (TAIR:AT1G36240.1); Has 1074 Blast hits to 1073 proteins in 382 species: Archae - 212; Bacteria - 1; Metazoa - 396; Fungi - 147; Plants - 146; Viruses - 0; Other Eukaryotes - 172 (source: NCBI BLink).",Ribosome,Homology,17934214
AT3G04920,RPS24A,"Ribosomal protein S24e family protein; FUNCTIONS IN: structural constituent of ribosome, nucleotide binding; INVOLVED IN: translation, ribosome biogenesis; LOCATED IN: in 7 components; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein S24e (InterPro:IPR001976), Nucleotide-binding, alpha-beta plait (InterPro:IPR012677), Ribosomal S24e conserved site (InterPro:IPR018098); BEST Arabidopsis thaliana protein match is: Ribosomal protein S24e family protein (TAIR:AT5G28060.1); Has 888 Blast hits to 888 proteins in 327 species: Archae - 80; Bacteria - 0; Metazoa - 406; Fungi - 151; Plants - 124; Viruses - 0; Other Eukaryotes - 127 (source: NCBI BLink).",Ribosome,"Homology to rat r-protein",11598216
AT3G57330,ACA11,"Lesion mimic phenotype when mutation in the gene is combined with a mutation in ACA4.  Lesion mimic phenotype of double knockout can be suppressed by nutritional supplements that increase anion levels (e.g. 15 mM Nitrate, Chloride, or Phosphate)",Vacuole,GFP,17662727
AT4G39080,VHA-A3,"Vacuolar proton ATPase subunit VHA-a isoform 3. Localized in the tonoplast.",Vacuole,GFP,16461582
AT2G47800,"ABCC4 / MRP4","Encodes a plasma membrane localized ATPase transporter involved in multidrug transport.  The expression of this gene is upregulated by herbicide safeners such as benoxacor, fluxofenim and fenclorim.",Vacuole,GFP,16618929
AT1G15690,AVP1,"Encodes a H(+)-translocating (pyrophosphate-energized) inorganic pyrophosphatase (H(+)-PPase; EC 3.6.1.1) located in the vacuolar membrane. Expression is found in all tissues examined, including meristems and floral organ primordium. Expression is particularly enhanced in pollen, and is repressed by light. Over expression and loss of function phenotypes suggest AVP1 is involved in regulation of apoplastic pH and auxin transport. The effect on auxin transport likely involves effects of extracellular pH on subcellular localization of auxin efflux carriers such as PIN1.",Vacuole,"Cell fractionation",1311852
AT2G21410,VHA-A2,"Vacuolar proton ATPase subunit VHA-a isoform 2. Localized in the tonoplast. Required for efficient nutrient storage but not for sodium accumulation.",Vacuole,GFP,16461582
AT1G30400,"ABCC1 / MRP1 ","glutathione S-conjugate transporting ATPase (AtMRP1) mRNA. An ABCC-type arsenite-phytochelatin transporter. The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim.",Vacuole,GFP,15133126
AT5G39040,"TAP2 / ABCB27","Encodes a member of TAP subfamily of ABC transporters that is located in the vacuole.  Mutants are hypersensitive to aluminum and the gene product may be important for intracellular movement of some substrate, possibly chelated Al, as part of a mechanism of aluminum sequestration.",Vacuole,GFP,17171374
AT2G02040,PTR2,"Encodes a di- and tri-peptide transporter that recognizes a variety of different amino acid combinations. Expression of the transcripts for this gene can be detected in the embryo through in situ hybridization. This protein does not have nitrate transporter activity based on oocyte transport assays.",Vacuole,GFP,21904872
AT2G41560,ACA4,"Encodes a calmodulin-regulated Ca(2+)-ATPase that improves salt tolerance in yeast. Localized to the vacuole. Lesion mimic phenotype when mutation in the gene is combined with a mutation in ACA11.  Lesion mimic phenotype of double knockout can be suppressed by nutritional supplements that increase anion levels (e.g. 15 mM Nitrate, Chloride, or Phosphate).",Vacuole,GFP,11115896
AT4G32150,VAMP711,"AtVAMP711 is a member of Synaptobrevin-like AtVAMP7C, v-SNARE (soluble N-ethyl-maleimide sensitive factor attachment protein receptors) protein family. SNAREs have been divided into four subgroups: Qa-, Qb-, Qc- and R-SNAREs. R-SNAREs are classified into three groups, the Sec22-, YKT6- and VAMP7-like R-SNAREs. One R-SNARE and three Q-SNAREs (one of each subgroup) form the trans-SNARE complex, which governs specific membrane fusions.  VAMP7 proteins consist of three distinct domain, the N-terminal longin-domain (LD), the SNARE motif (SNM) and a transmembrane domain. In spite of the high similarities among the VAMP7 proteins, they show different subcellular localizations. VAMP7C is vacuolar-localized and its LD is essential for the correct localization. Generally, it is suggested that the complete LD is the determinant of subcellular sorting in both animal and plant R-SNAREs.",Vacuole,GFP,15876431
AT1G32400,TOM2A,"TOM2A encodes a 280 amino acid putative four-pass transmembrane protein with a C-terminal farnesylation signal, essential for efficient multiplication of tobacco mosaic viruses.",Vacuole,GFP,12514140
AT4G03560,TPC1,"Encodes a depolarization-activated Ca(2+) channel. Anti-sense experiments with this gene as well as Sucrose-H(+) symporters and complementation of yeast sucrose uptake mutant cch1 suggest that this protein mediates a voltage-activated Ca(2+ )influx. Mutants lack detectable SV channel activity suggesting TPC1 is essential component of the SV channel. Patch clamp analysis of loss of function mutation indicates TPC1 does not affect Ca2+ signaling in response to abiotic and biotic stress.",Vacuole,GFP,18028262
AT1G65930,cICDH,"Encodes a NADP+-isocitrate dehydrogenase that is believed to function in the cytosol. It appears to contribute to NADPH production under oxidative stress, and thereby to participate in redox signalling linked to defense responses.",Cytosol,Homology,20199623
AT2G36530,"ENO2 / LOS2","Involved in light-dependent cold tolerance and encodes an enolase. Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.",Cytosol,GFP,20002588
AT5G19550,ASP2,"Nitrogen metabolism. Major cytosolic isoenzyme controlling aspartate biosynthesis in the light.",Cytosol,GFP,7894512
AT4G35830,ACO1,"Encodes an aconitase that can catalyze the conversion of citrate to isocitrate through a cis-aconitate intermediate, indicating that it may participate in the TCA cycle and other primary metabolic pathways. The protein is believed to accumulate in the mitochondria and the cytosol. It affects CSD2 (At2g28190 - a superoxide dismutase) transcript levels and may play a role in the response to oxidative stress. This enzyme can also specifically bind to the 5' UTR of CSD2 in vitro.",Cytosol,Homology,14551334
AT1G23190,PGM3,"Encodes a cytosolic phosphoglucomutase (PGM).  Two Arabidopsis PGM proteins (AT1G70730/PGM2 and AT1G23190/PGM3) have high sequence similarities and redundant functions. Mature plants possessing a single cPGM allele had a major reduction in cPGM activity. Whereas pgm2 and pgm3 single mutants are undistinguishable from the wild type, loss of both PGM2 and PGM3 severely impairs male and female gametophyte development.",Cytosol,GFP,15610358
AT5G17920,ATMS1,"Encodes a cytosolic cobalamin-independent methionine synthase, involved in methionine regeneration via the activated methyl cycle (SAM cycle). The protein undergoes thiolation following treatment with the oxidant tert-butylhydroperoxide.",Cytosol,GFP,15024005
AT1G07890,APX1,"Encodes a cytosolic ascorbate peroxidase APX1.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms. At least part of the induction of heat shock proteins during light stress in Arabidopsis is mediated by H2O2 that is scavenged by APX1. Expression of the gene is downregulated in the presence of paraquat, an inducer of photoxidative stress.",Cytosol,Homology,18852264
AT1G70730,PGM2,"Encodes a cytosolic phosphoglucomutase (PGM).  Two Arabidopsis PGM proteins (AT1G70730/PGM2 and AT1G23190/PGM3) have high sequence similarities and redundant functions. Mature plants possessing a single cPGM allele had a major reduction in cPGM activity. Whereas pgm2 and pgm3 single mutants are undistinguishable from the wild type, loss of both PGM2 and PGM3 severely impairs male and female gametophyte development.",Cytosol,"Cell fractionation",20959421
AT3G03250,UGP1,"Is thought to encode a cytosolic UDP-glucose pyrophosphorylase with strong similarity to potato UTP--glucose-1-phosphate uridylyltransferase.  Downregulated by flooding.",Cytosol,Homology,18395530
AT4G14880,OASA1,"Encodes a cytosolic isoform of cytosolic O-acetylserine(thiol)lyase, a key enzyme in cysteine biosynthesis and for the fixation of inorganic sulfide. It catalyzes the formation of cysteine from O-acetylserine and inorganic sulfide. Gene expression is predominant in the root cortex and the xylem parenchyma.  Gene expression is induced in leave, stems and roots by high salt and heavy metal stresses, mediated by ABA. Lines carrying semi-dominant mutations exhibit early senescence.",Cytosol,Homology,7729527
AT1G04410,c-NAD-MDH1,"predicted to encode a cytosolic malate dehydrogenase.",Cytosol,Homology,9721676
AT3G17820,GLN1.3,"encodes a cytosolic glutamine synthetase, the enzyme has low affinity with substrate ammonium",Cytosol,"Cell fractionation",10482686
AT3G03780,MS2,"Encodes a cytosolic methionine synthase, involved in methionine regeneration via the activated methyl cycle (or SAM cycle)",Cytosol,GFP,15024005
AT3G12580,HSP70,"heat shock protein 70 (HSP70); FUNCTIONS IN: ATP binding; INVOLVED IN: in 9 processes; LOCATED IN: cytosol, mitochondrion, cell wall, plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: Heat shock protein 70, conserved site (InterPro:IPR018181), Heat shock protein Hsp70 (InterPro:IPR001023), Heat shock protein 70 (InterPro:IPR013126); BEST Arabidopsis thaliana protein match is: heat shock cognate protein 70-1 (TAIR:AT5G02500.1); Has 34126 Blast hits to 33731 proteins in 4830 species: Archae - 159; Bacteria - 16481; Metazoa - 3906; Fungi - 1752; Plants - 1258; Viruses - 310; Other Eukaryotes - 10260 (source: NCBI BLink).",Cytosol,Homology,20536787
AT5G52640,HSP90.1,"Encodes a cytosolic heat shock protein AtHSP90.1.  AtHSP90.1 interacts with disease resistance signaling components SGT1b and RAR1 and is required for RPS2-mediated resistance.",Cytosol,Homology,17965410
