SeqID	Mono_NLS_Signal26	Transmembrane_signal2	AutoCorrelatuion|d=2|0-100|volume	AutoCorrelatuion|d=3|0-20|hydrophob	AutoCorrelatuion|d=1|-90--1|hydrophob	AutoCorrelatuion|d=6|0-50|charge	AutoCorrelatuion|d=2|0--1|charge	hist_normed|0-20|aminoacid|A	hist_normed|0-20|aminoacid|C	Paacount|d=5|0-100|aminoacid|L	hist|0-110|aminoacid|W	maxPaacount|0-150|aminoacid|K	hist|0-160|aminoacid|D	maxPaacountNormed|-60--1|aminoacid|S	maxPaacount|0--1|aminoacid|I	maxPaacountNormed|0-50|hydrophob|2	Paacount|d=4|0-190|hydrophob|2	Paacount|d=4|0-40|polar|1	hist_normed|0-30|charged|1	hist_normed|0-90|charged|2	maxPaacountNormed|-80--1|charged|2	minPaacount|50--40|charged|2	maxPaacountNormed|0-10|size|0	hist|0-170|aliphatic_helix|2	0005737	0003824	0005783	0003676	0043234	0006096	0002119	n114	n116	n117	n118	n119	n121	GO:0005739	GO:0005783	GO:0005764	
Q02257	40.068	2.939	16744.201531	0.294125	0.223894	30.872653	35.988229	0	0	0	1	0.007519	10	0.017241	0.00551	0.081633	0.080645	0.111111	0.04878	0.116279	0.012821	0.00052	0	64	0	0	0	0	0	0	0	0.202495	0.172883	0.097166	0.053791	0.026482	0.012062	0	0	0	Plasma_membrane
O55142	30.188	2.34	18224.870102	0.308387	0.259524	40.576873	45.085537	0.181818	0.333333	0	2	0.030928	1	0.002222	0.010309	0.081633	0.074766	0.166667	0.166667	0.785714	0.038961	0	0.111111	23	1	0	0	0	0	0	1	0.043401	0.123794	0.163025	0.136812	0.366007	0.11836	0	0	0	60S_Ribosome
Q923Z3	28.276	3.206	15444.888469	0.181724	0.212372	42.473183	38.256277	0.068182	0	0.010526	1	0.007519	8	0.008772	0.009217	0.102041	0.086022	0.083333	0.013889	0.168317	0.017544	0.000776	0.0625	48	1	1	0	0	0	0	0	0.060617	0.102433	0.445095	0.305779	0.086076	0	0	0	0	Mitochondrion
Q8BSF4	31.144	4.351	17969.576735	0.226662	0.218018	41.829174	39.467496	0.125	0.111111	0.031579	2	0.014388	1	0	0.005141	0.081633	0.112903	0.027778	0.028571	0.257143	0.017544	0.001115	0.444444	47	0	0	0	0	0	0	0	0.029223	0.137611	0.447916	0.313723	0.035136	0.006973	1	0	0	Mitochondrion
Q923Z0	45.3	9.649	19608.991531	0.311452	0.233065	35.961927	37.39312	0	0	0.042105	1	0.006897	5	0.051724	0.010127	0.204082	0.27957	0.055556	0.066667	0.227273	0.038462	0	0	36	0	0	0	0	0	0	0	0.288544	0.151865	0.090022	0.081488	0.03393	0.073866	0	0	0	Plasma_membrane
P48432	58.834	2.205	16931.402857	0.223902	0.272122	36.961672	38.842496	0.035714	0	0	2	0.041958	5	0.00303	0	0.020408	0.05914	0.027778	0.095238	0.340426	0.012987	0.001247	0	56	1	0	0	0	0	0	0	0.047949	0.063569	0.057867	0.337984	0.276121	0.149419	0	0	0	Nucleus_-_Chromatin
P56480	22.516	4.675	14634.369388	0.306731	0.253848	39.789804	36.093709	0.063492	0	0.010526	0	0.007092	7	0	0.009785	0.061224	0.091398	0.027778	0	0.118644	0.017544	0.000139	0.111111	52	1	0	0	0	0	0	0	0.02115	0.091119	0.488822	0.27016	0.090606	0.011003	1	0	0	Mitochondrion
P14148	155.47	3.023	21735.50551	0.222004	0.244307	47.417792	46.022296	0.1	0	0.010526	0	0.100719	0	0.017241	0.015936	0.021739	0.080645	0.083333	0.1	0.472973	0.051282	0.003409	0	34	1	0	0	0	0	0	1	0.09775	0.169619	0.158098	0.14744	0.204155	0.119792	0	0	0	60S_Ribosome
Q9DCB8	23.392	2.424	17612.424184	0.251081	0.229568	40.721031	36.09691	0.461538	0	0	1	0	7	0.034483	0.007092	0.081633	0.099338	0.055556	0.055556	0.647059	0.003731	0	0.222222	54	0	0	0	0	0	0	0	0	0.104589	0.541099	0.261225	0.05074	0	1	0	0	Mitochondrion
P26443	36.524	4.011	16425.163163	0.310062	0.245875	38.460581	37.576866	0.076923	0	0.010526	1	0.007463	11	0.002747	0.00738	0.061224	0.086022	0.027778	0.029412	0.141176	0.01	0.00037	0.0625	58	1	1	0	0	0	0	0	0.02218	0.108774	0.473502	0.299679	0.070152	0.002436	1	0	0	Mitochondrion
Q60649	32.504	3.494	15512.427347	0.311762	0.206278	43.604999	37.985711	0.032787	0	0	3	0.007634	4	0.003704	0.006015	0.122449	0.069892	0	0	0.128205	0.038462	0.00142	0.111111	51	1	0	0	0	0	0	0	0.047794	0.155544	0.419584	0.248945	0.082927	0.005931	1	0	0	Mitochondrion
Q8BMS1	26.352	5.233	17230.250714	0.329648	0.313867	42.316117	37.701208	0.046154	0	0	1	0.013889	3	0.017241	0.005333	0.081633	0.107527	0	0	0.121495	0.025641	0.000562	0.222222	53	1	1	0	0	0	0	0	0.037507	0.107912	0.452463	0.268828	0.083872	0.012754	1	0	0	Mitochondrion
Q9JHI5	38.952	3.821	18448.930612	0.227398	0.280708	41.651105	37.071981	0.051282	0	0	2	0.007576	5	0	0.007229	0.041667	0.086022	0.027778	0	0.280702	0.012821	0	0.0625	63	0	0	0	0	0	0	0	0.06127	0.139072	0.383624	0.25371	0.05651	0.019015	1	0	0	Mitochondrion
P52196	29.208	3.155	17477.395408	0.306933	0.256936	41.354943	37.022968	0.1	0	0	2	0	8	0.008772	0.003521	0.081633	0.080645	0.055556	0.027778	0.288889	0.038462	0.000651	0	60	1	0	0	0	0	0	0	0.042337	0.125121	0.327498	0.352847	0	0.103504	1	0	0	Mitochondrion
Q9D2G2	31.9	3.269	17041.308367	0.203159	0.323415	43.053761	38.181115	0.036364	0.142857	0.021053	1	0.007634	7	0	0.009112	0.081633	0.05914	0.055556	0	0.21875	0.025641	0.00019	0.0625	55	0	0	0	0	0	1	0	0.030552	0.106551	0.439484	0.271749	0.090544	0.016607	1	0	0	Mitochondrion
P09411	39.824	3.425	18051.999388	0.205978	0.263924	40.487598	36.525918	0	0	0.021053	0	0.028777	11	0.005952	0.004975	0.083333	0.107527	0.222222	0.058824	0.258621	0.008772	0.000488	0.0625	57	1	1	0	0	0	1	0	0.04317	0.038471	0.021181	0.019214	0.007976	0.838961	0	0	0	Cytosol
Q8R180	40.168	4.508	19588.590612	0.534926	0.256449	36.160134	36.39778	0.041667	0	0.021053	3	0.014493	12	0.008772	0.004494	0.183673	0.091398	0.111111	0.044118	0.189189	0.012821	0.001062	0.125	64	0	0	1	0	0	0	0	0.105617	0.355151	0.214942	0.227924	0.008907	0.024946	0	1	0	Endoplasmic_reticulum
Q9CQQ7	33.056	3.656	17265.994898	0.351704	0.202525	39.131997	37.919111	0.25	0.333333	0.031579	0	0.015038	3	0.008772	0.012448	0.081633	0.091398	0	0	0.219512	0.064103	0.001067	0.222222	50	0	0	0	0	0	0	0	0.02102	0.111975	0.521418	0.232605	0.07397	0	1	0	0	Mitochondrion
Q59J78	41.852	1.581	20016.205306	0.268204	0.20893	38.932626	37.770444	0.090909	0	0	7	0.028369	5	0.004082	0.006579	0.061224	0.060606	0.138889	0.107143	0.5625	0.025974	0.001244	0.111111	63	0	0	0	0	0	0	0	0.072208	0.133347	0.381773	0.243611	0.055875	0.038081	1	0	0	Mitochondrion
Q9DBJ1	37.804	2.926	18566.434286	0.260591	0.256939	36.667579	37.295003	0.12	0	0	5	0.007299	12	0	0.012346	0.061224	0.080645	0.111111	0.108108	0.325581	0.051282	0.000545	0.111111	60	0	1	0	0	0	1	0	0.031643	0.03992	0.022181	0.017121	0.007872	0.850468	0	0	0	Cytosol
Q61941	33.336	5.769	17088.491429	0.396526	0.301717	40.884124	36.285925	0.016393	0.153846	0	1	0.015152	5	0.002222	0.006548	0.142857	0.112903	0.027778	0	0.147059	0.025641	0.000319	0.0625	55	0	1	0	0	0	0	0	0.120629	0.160586	0.253726	0.183651	0.0907	0.067919	0	0	0	Mitochondrion
P37040	82.954	5.701	18473.73398	0.167546	0.249705	31.206631	35.804189	0.061224	0	0.010526	1	0.026846	13	0.003704	0.004539	0.204082	0.091398	0.055556	0.068627	0.113402	0.038462	0.000697	0.111111	60	1	1	1	0	0	0	0	0.156445	0.223902	0.177929	0.138631	0.055416	0.023629	1	0	0	Endoplasmic_reticulum
Q6X893	28.856	12.854	17125.066122	0.194012	0.359166	35.005733	37.240415	0.052632	0.071429	0.021053	2	0.022222	7	0.001355	0.012461	0.244898	0.123656	0.111111	0.095238	0.150685	0.038462	0.000722	0.555556	56	0	0	0	0	0	0	0	0.170933	0.124923	0.130919	0.121754	0.054586	0.021563	0	0	0	Plasma_membrane
P19783	34.112	5.285	18073.192755	0.260486	0.284744	38.580962	37.287726	0.176471	0.5	0.010526	2	0.013514	9	0	0.006623	0.081633	0.072289	0	0	0.551724	0.025641	0	0.125	53	0	0	0	0	0	0	0	0.038111	0.103402	0.448007	0.221424	0.100189	0.004765	1	0	0	Mitochondrion
Q99PL5	115.904	5.439	18722.188163	0.413587	0.163872	32.04189	38.965639	0	0	0	0	0.082192	5	0.017544	0.001453	0.183673	0.069892	0.027778	0.027778	0.148936	0.115385	0.000524	0	58	0	0	0	0	0	0	0	0.101558	0.215104	0.228839	0.18862	0.092364	0.049225	0	0	0	Endoplasmic_reticulum
P47915	53.972	1.977	19305.300918	0.089154	0.259626	49.009085	47.851372	0.035714	0	0	1	0.070423	1	0	0.013245	0.020408	0.038217	0.277778	0.25	0.632653	0.026316	0.002096	0.0625	48	1	0	0	0	0	0	0	0.089133	0.157999	0.156586	0.152793	0.197219	0.133049	0	0	0	60S_Ribosome
O70496	42.344	16.334	17032.33551	0.098221	0.253374	34.545883	36.938846	0.016129	0	0.021053	1	0.007246	12	0	0.008906	0.040816	0.123656	0.166667	0.065789	0.141304	0.025641	0.000338	0.047619	65	0	0	0	0	0	0	0	0.205463	0.253428	0.127749	0.120072	0.046657	0.062069	0	0	0	Lysosome
Q8BMF4	37.54	5.524	15667.899898	0.135243	0.322806	44.974906	37.547724	0.047059	0.090909	0.010526	4	0.007634	4	0.005952	0.009509	0.020833	0.053763	0.055556	0.03125	0.227848	0.025641	0.000308	0.047619	54	0	0	0	0	0	1	0	0.051589	0.123082	0.421649	0.269553	0.066996	0.010806	1	0	0	Mitochondrion
O35855	34.216	4.261	18466.09102	0.384316	0.220463	39.925183	37.225895	0.16	0	0.010526	4	0.014706	8	0	0.005348	0.142857	0.129032	0.055556	0	0.25	0.025641	0.00031	0.222222	55	1	1	0	0	0	0	1	0.02937	0.113284	0.403852	0.378306	0.032152	0.014459	1	0	0	Mitochondrion
O35857	44.852	3.472	17324.693265	0.228835	0.27714	41.58885	37.442476	0.117647	0.428571	0.010526	1	0.044776	5	0.017241	0.006849	0.061224	0.080645	0.055556	0	0.253165	0.008772	0.00204	0.444444	60	0	0	0	0	0	0	1	0.046652	0.117984	0.436785	0.254361	0.078912	0.008896	1	0	0	Mitochondrion
Q91ZW3	86.466	3.252	14059.748061	0.291289	0.15106	35.425422	37.723157	0.034483	0	0.010526	0	0.022059	7	0	0.005792	0	0.026882	0.027778	0.01227	0.043011	0.115385	0.001674	0.222222	79	1	0	0	1	0	0	0	0.030085	0.045311	0.057132	0.684262	0.09294	0.058728	0	0	0	Nucleus_-_Chromatin
Q9EQ20	26.988	7.875	16095.064184	0.279714	0.30088	38.515942	36.556224	0.148148	0	0	3	0.014388	7	0.034483	0.007692	0.081633	0.091398	0.027778	0	0.193548	0.012821	0.000548	0.666667	57	0	0	0	0	0	0	0	0.037698	0.130973	0.42528	0.2721	0.080725	0.010938	1	0	0	Mitochondrion
Q9CQN1	30.564	3.499	17011.051429	0.312675	0.243885	44.478164	36.74631	0.033898	0.142857	0.031579	1	0.007519	5	0	0.005764	0.102041	0.086022	0.055556	0.010101	0.12844	0.038462	0.001102	0.04	57	1	0	1	0	0	0	0	0.025168	0.110347	0.488171	0.270757	0.069431	0.005794	1	0	0	Mitochondrion
P62082	41.892	3.211	18797.276939	0.223216	0.189141	32.516097	41.296512	0.090909	0	0	0	0.034247	6	0.001587	0.027933	0.040816	0.107527	0.194444	0.208333	0.348837	0.038462	0.002355	0.333333	58	1	0	0	0	0	0	0	0.078354	0.142627	0.160445	0.141809	0.200417	0.162235	0	0	0	40S_Ribosome
P62242	133.578	1.834	19232.041225	0.051456	0.199541	57.152642	45.14536	0	0	0	2	0.054795	5	0.017241	0.005236	0.013333	0.048387	0.277778	0.095238	0.474576	0.102564	0.002525	0.0625	50	1	0	0	0	0	0	1	0.047891	0.108358	0.130527	0.119622	0.357225	0.1822	0	0	0	40S_Ribosome
P62245	52.092	2.387	18947.566939	0.244032	0.266252	42.665199	40.213518	0.428571	0	0	1	0.017544	6	0.001894	0.017241	0.163265	0.125984	0.277778	0.153846	0.703704	0.051282	0	0.0625	35	1	0	0	0	0	0	0	0.069343	0.121078	0.125712	0.136444	0.276141	0.186866	0	0	0	40S_Ribosome
P11688	26.124	10.49	16230.026429	0.27187	0.410599	41.162658	35.854388	0.014085	0	0.042105	4	0.007299	3	0.001355	0.003854	0.163265	0.075269	0.055556	0	0.085714	0.025641	0.000352	0.111111	59	0	0	0	0	0	0	0	0.257492	0.177958	0.100522	0.056207	0.017055	0.019198	0	0	0	Plasma_membrane
Q9R1P3	30.136	5.997	18450.168163	0.322456	0.312047	33.863772	37.344194	0.047619	0	0	0	0.007246	10	0	0.010929	0.204082	0.075269	0.111111	0.153846	0.366667	0.038462	0	0.047619	50	1	0	0	0	1	0	0	0.052351	0.034237	0.019993	0.017425	0.02508	0.788379	0	0	0	Proteasome
Q8BWT1	25.616	5.033	15104.057347	0.344452	0.268581	37.593817	37.002701	0.086957	0	0.010526	0	0.007246	8	0.008772	0.005155	0.102041	0.11828	0.027778	0.025641	0.204082	0.025641	0.000202	0.041667	46	1	1	0	0	0	0	0	0.068653	0.15322	0.346942	0.280182	0.064303	0.025253	1	0	0	Mitochondrion
Q9R1P4	44.064	2.744	17972.942245	0.157997	0.191358	36.989693	36.565821	0	0	0	1	0.021583	9	0.001401	0.011494	0.061224	0.096774	0.166667	0.108108	0.390244	0.025641	0.000396	0	55	1	0	0	0	1	0	1	0.059293	0.049399	0.034276	0.032137	0.016892	0.736961	0	0	0	Proteasome
P67778	31.256	2.939	18178.916735	0.413329	0.238984	38.177664	36.857667	0.15625	0	0	1	0.006993	10	0.008772	0.015625	0.122449	0.150538	0.055556	0.027778	0.342857	0.025641	0.000337	0.111111	51	0	0	0	0	0	0	0	0.024008	0.1129	0.465384	0.275258	0.086193	0.001845	1	0	0	Mitochondrion
Q8R2M2	62.652	2.365	15445.300204	0.106997	0.19217	38.869882	36.791358	0	0	0.010526	0	0.014815	5	0.001894	0.002688	0.020408	0.021505	0.194444	0.007692	0.103704	0.141026	0.0012	0.111111	82	0	0	0	0	0	0	0	0.101826	0.140198	0.090891	0.268644	0.167284	0.164634	0	0	0	Nucleus_-_Nucleolus
P35979	42.808	2.482	17329.357551	0.289955	0.209627	37.581809	39.024102	0	0.25	0.010526	1	0.029197	10	0.003145	0.02027	0.041667	0.08642	0.027778	0.157895	0.466667	0.076923	0	0	56	1	0	0	0	0	0	0	0.065176	0.1609	0.174406	0.166844	0.225231	0.145765	0	0	0	60S_Ribosome
P52624	37.588	3.914	17003.050204	0.131742	0.252532	32.662701	35.673685	0.12	0.083333	0.010526	0	0.014925	7	0	0.010274	0.061224	0.102151	0.166667	0.121212	0.282051	0.013158	0	0.111111	58	1	1	0	0	0	0	0	0.041975	0.048194	0.027451	0.02269	0.01272	0.7934	0	0	0	Cytosol
P48678	73.33	3.601	16948.286429	0.116001	0.236699	37.816171	38.069273	0.05	0	0	0	0.021277	7	0.086207	0.001548	0.021277	0.064516	0.222222	0.009174	0.127119	0.004386	0.001473	0.041667	60	0	0	0	0	0	0	0	0.031721	0.049552	0.05584	0.723701	0.10646	0.010949	0	0	0	Nucleus_-_Chromatin
P20263	62.824	5.633	13691.569592	0.290422	0.298485	33.89938	36.567355	0.136364	0	0	2	0.014925	6	0.004902	0.002985	0.040816	0.075269	0.027778	0.102564	0.04878	0.012987	0.000647	0.222222	63	1	0	0	0	0	0	1	0.06207	0.07404	0.090074	0.487809	0.136189	0.070127	0	0	0	Nucleus_-_Chromatin
Q9CPT5	75.392	1.562	19574.488878	0.130759	0.207014	50.983239	42.216071	0.066667	0	0.010526	1	0.030075	10	0.005952	0.006289	0.01087	0.068571	0.333333	0	0.652174	0.038462	0.001266	0.0625	58	0	0	0	0	0	0	1	0.135408	0.147692	0.113487	0.151398	0.133984	0.178256	0	0	0	Nucleus_-_Nucleolus
P20060	34.124	6.755	18766.424286	0.40527	0.250381	39.051057	36.892483	0.064516	0	0.021053	1	0.007463	3	0.002451	0.005629	0.183673	0.086022	0	0	0.132353	0.025641	0.00066	0.111111	66	0	1	0	0	0	0	0	0.21261	0.294098	0.132765	0.038863	0.022155	0.013748	0	0	1	Lysosome
P24668	33.684	6.859	18292.249898	0.437349	0.340102	33.904492	35.388175	0.058824	0.1	0.021053	2	0.007576	6	0	0.007547	0.183673	0.112903	0.111111	0.102564	0.333333	0.012987	0	0.111111	62	0	0	0	0	0	0	0	0.227889	0.345128	0.11388	0.049448	0.019397	0.012555	0	0	0	Lysosome
Q8K2C9	67.248	10.441	20333.956633	0.202533	0.380728	37.884328	38.14619	0.055556	0	0.010526	4	0.014925	8	0.004545	0.005556	0.0625	0.107527	0.055556	0.108108	0.296296	0.089744	0.000517	0	61	0	0	1	0	0	0	0	0.124179	0.20364	0.163542	0.157635	0.064388	0.037629	0	0	0	Endoplasmic_reticulum
P51881	26.828	4.445	18668.693367	0.310731	0.305908	38.642317	39.042524	0.2	0	0	2	0.014599	9	0.002222	0.014184	0.061224	0.123656	0.027778	0.125	0.272727	0.064103	0.000291	0.125	38	0	0	0	0	0	0	0	0.01807	0.113265	0.513871	0.275389	0.061986	0	1	0	0	Mitochondrion
P29416	29.02	6.276	19350.880816	0.455475	0.244459	38.29285	36.377895	0.181818	0.181818	0.031579	4	0.006944	3	0.017241	0.003929	0.122449	0.091398	0.027778	0	0.174603	0.025641	0.000472	0.111111	53	0	1	0	0	0	0	0	0.191877	0.292501	0.138632	0.038209	0.026489	0.019392	0	0	1	Lysosome
P06151	28.872	4.403	17603.18949	0.185454	0.287284	33.811983	36.71665	0.090909	0	0.021053	0	0.037594	8	0.001894	0.012698	0.122449	0.134409	0.111111	0.081081	0.244444	0.025641	0.000392	0	52	1	1	0	0	0	1	0	0.097213	0.076179	0.072856	0.068513	0.023172	0.54716	1	0	0	Cytosol
A2TJV2	50.664	1.955	18525.255714	0.341125	0.247054	37.242779	33.565448	0.055556	0	0.063158	1	0.007576	5	0.017241	0.001389	0.061224	0.026882	0.138889	0.012422	0.188889	0.006494	0.000423	0.047619	72	0	0	0	0	0	0	0	0.189284	0.185617	0.211162	0.134678	0	0	0	0	0	Plasma_membrane
Q8CCK0	55.222	4.191	18055.527449	0.172239	0.27157	49.296297	39.473145	0.054054	0	0.010526	0	0.04698	2	0.068966	0.014164	0.061224	0.069892	0.111111	0	0.267606	0.012821	0.001595	0.222222	43	0	0	0	0	0	0	1	0.04217	0.035005	0.059346	0.573673	0.195617	0.045834	0	0	0	Nucleus_-_Chromatin
P07901	54.588	4.149	18575.637857	0.102281	0.209653	28.126516	35.090652	0	0	0	0	0.022388	11	0.001401	0.008219	0.122449	0.080645	0.138889	0.058824	0.073171	0.017544	0.0016	0	64	1	0	1	0	0	0	0	0.072442	0.040074	0.021186	0.016599	0.012309	0.717307	0	0	0	Cytosol
P47738	32.628	6.322	16545.915408	0.251886	0.266093	39.532502	36.772987	0.035714	0	0	2	0.007407	11	0.008772	0.005917	0.102041	0.112903	0.083333	0	0.206349	0.006667	0.000405	0.111111	51	1	1	0	0	0	0	0	0.015238	0.096823	0.474564	0.319946	0.067301	0.006815	1	0	0	Mitochondrion
P17047	31.196	7.562	17664.358878	0.548453	0.329481	33.840399	35.538115	0.066667	0.1	0.021053	2	0.013889	8	0.003145	0.007246	0.22449	0.16129	0	0	0.210526	0.025641	0	0.111111	54	0	0	0	0	0	0	0	0.224361	0.335946	0.143524	0.041508	0.038831	0.024169	0	0	1	Lysosome
P06797	25.66	4.792	19575.270918	0.510411	0.284819	37.064093	35.96054	0.125	0.090909	0.021053	4	0.022059	3	0.005952	0.003165	0.142857	0.102151	0.027778	0.052632	0.288889	0.012987	0.000489	0	59	0	0	1	0	0	0	0	0.171826	0.182284	0.11894	0.09566	0.076975	0.145151	0	0	1	Lysosome
O09167	60.634	2.312	19460.902653	0.157272	0.205018	45.426207	44.782009	0	0	0	0	0.042857	4	0	0.019868	0.061224	0.076433	0.138889	0	0.531915	0.089744	0.004545	0.041667	44	1	0	0	0	0	0	1	0.151572	0.169752	0.213717	0.129519	0.052984	0.073559	0	0	0	60S_Ribosome
Q8BP67	79.128	2.04	19518.322245	0.330223	0.199511	41.700184	46.433029	0	0.333333	0	1	0.056338	2	0	0.007246	0.081633	0.045455	0.083333	0.2	0.510638	0.064103	0.002222	0.111111	40	1	0	0	0	0	0	1	0.13316	0.172442	0.136431	0.150966	0.099749	0.11884	0	0	0	60S_Ribosome
Q9D0K2	28.748	3.449	15368.307653	0.284567	0.25398	42.116413	37.351405	0.095238	0	0.021053	0	0.007407	4	0.002451	0.007968	0.061224	0.091398	0.027778	0	0.175676	0.038462	0.000766	0.333333	46	0	0	0	0	0	0	0	0.02929	0.100461	0.408733	0.258379	0.099605	0.066348	1	0	0	Mitochondrion
P63017	51.332	3.447	16730.574286	0.327072	0.231051	34.393693	36.003616	0.019608	0.2	0	1	0.014706	11	0.017241	0.007937	0.061224	0.075269	0.111111	0.020833	0.133333	0.006667	0.00088	0.1875	52	1	0	1	0	0	0	1	0.032449	0.063002	0.03652	0.056829	0.017337	0.769897	0	0	0	Cytosol
Q8CHT0	31.124	5.638	18042.699592	0.24609	0.263757	42.027527	37.393833	0.033898	0	0.021053	3	0.020833	10	0.005952	0.005445	0.041667	0.080645	0.027778	0	0.197368	0.012821	0.000464	0.041667	53	1	0	0	0	0	0	0	0.052035	0.112754	0.380343	0.265486	0.100751	0.021132	1	0	0	Mitochondrion
Q9CWX2	41.604	2.938	17471.009694	0.325841	0.308829	39.965018	37.727663	0.0625	0	0	0	0.014493	12	0.017241	0.009288	0.081633	0.075269	0.027778	0	0.309091	0.006494	0.000997	0.111111	64	0	0	0	0	0	0	0	0.043871	0.110391	0.400307	0.24987	0.123457	0.013485	1	0	0	Mitochondrion
B7ZMP1	34.192	3.573	17696.318878	0.390274	0.243836	43.445515	37.5043	0.058824	0	0.021053	0	0.006993	5	0.005952	0.006135	0.081633	0.05914	0.027778	0	0.243243	0.006494	0.000995	0.047619	66	1	0	0	0	0	0	0	0	0.097112	0.485642	0.338759	0.078487	0	1	0	0	Mitochondrion
P97461	43.308	2.236	18816.269694	0.274387	0.208126	32.339077	39.474083	0.16	0	0	2	0.013699	7	0.017241	0.015625	0.041667	0.075269	0.111111	0.26087	0.421053	0.051282	0.0006	0.111111	50	1	0	0	0	0	0	1	0.065802	0.112353	0.107431	0.112768	0.328642	0.17503	0	0	0	40S_Ribosome
P62900	67.552	2.732	19372.487449	0.151472	0.201046	48.575165	44.076161	0.333333	0	0	1	0.032	5	0.002222	0.018349	0.021277	0.07377	0.222222	0.214286	0.848485	0.038462	0	0.111111	34	0	0	0	0	0	0	1	0.084859	0.184767	0.158901	0.170053	0.174364	0.137544	0	0	0	60S_Ribosome
Q91V92	46.77	3.562	18861.28	0.255084	0.292311	36.391543	36.898977	0.021505	0.058824	0.021053	3	0.022727	10	0.002451	0.008372	0.081633	0.107527	0.166667	0.016393	0.108108	0.025641	0.000778	0.125	53	0	1	0	0	0	0	0	0.115129	0.081122	0.057848	0.048615	0.050617	0.504879	1	0	0	Cytosol
P62908	60.528	2.854	18294.115204	0.209898	0.303063	36.676729	39.711364	0.157895	0	0	0	0.007576	3	0.001587	0.008264	0.102041	0.129032	0.194444	0.148148	0.380952	0.025641	0.000859	0.041667	39	1	0	0	0	0	0	1	0.074763	0.167011	0.162048	0.179502	0.186069	0.152238	0	0	0	40S_Ribosome
Q9Z2Z6	33.38	6.129	16969.194082	0.360799	0.343481	37.516709	37.506376	0.090909	0	0	0	0.007299	5	0	0.006803	0.122449	0.145161	0.027778	0.086957	0.272727	0.006667	0	0.047619	47	0	0	0	0	0	0	0	0.060218	0.128254	0.384164	0.232959	0.083604	0.022632	1	0	0	Mitochondrion
P15864	70.584	1.772	15074.038265	0.281446	0.226227	44.908245	48.154351	0.178571	0	0.010526	0	0.086957	1	0.008772	0.005	0.020408	0.037634	0.083333	0.25	0.301587	0.153846	0.001311	0.222222	38	0	0	0	0	0	0	0	0.066249	0.083902	0.068459	0.421223	0.21474	0.022656	0	0	0	Nucleus_-_Chromatin
P21836	23.204	9.738	17308.720612	0.480585	0.221469	39.200256	36.633273	0.018182	0	0.052632	2	0	4	0.017241	0.001675	0.163265	0.107527	0.083333	0	0.191176	0.025641	0.000104	0	54	1	0	1	0	0	0	0	0.290956	0.340432	0.129316	0.05985	0.011495	0.008217	0	0	0	Plasma_membrane
Q9DCU6	30.088	4.287	17722.647551	0.245134	0.340383	39.438932	39.070016	0.12	0	0.021053	2	0.007463	4	0.006689	0.003623	0.081633	0.096774	0.138889	0.071429	0.333333	0.012821	0.000849	0.222222	55	0	0	0	0	0	0	0	0.090051	0.091451	0.344469	0.36602	0.079401	0	1	0	0	Mitochondrion
P62334	46.096	3.288	19729.846633	0.123823	0.207768	38.702549	37.504417	0.083333	0	0.010526	0	0.027397	9	0.003704	0.013333	0.021277	0.091398	0.444444	0.114754	0.304348	0.038462	0.000749	0.041667	60	1	0	1	0	1	0	1	0.076372	0.070581	0.066565	0.075267	0.027547	0.618452	0	0	0	Proteasome
P14685	50.788	4.689	15825.72898	0.116715	0.175761	36.655327	38.198053	0.06	0	0.010526	0	0.007463	8	0.002747	0.00969	0.010417	0.091398	0.138889	0.054054	0.175824	0.012987	0.000971	0.222222	64	0	0	0	0	1	0	1	0.060332	0.061912	0.058172	0.083776	0.067654	0.58511	0	0	0	Proteasome
P24369	46.27	5.91	18195.072959	0.322126	0.259335	39.414257	38.181415	0.272727	0	0.010526	0	0.020548	9	0.003704	0.005	0.183673	0.134409	0.083333	0.038462	0.342105	0.025641	0	0	43	1	0	1	1	0	0	0	0.12499	0.304031	0.230104	0.171107	0.041159	0.004292	0	0	0	Endoplasmic_reticulum
Q8VE96	19.024	9.274	17324.841122	0.449689	0.352348	33.952002	36.232108	0.060606	0	0.031579	2	0.007634	3	0.002451	0.01662	0.142857	0.166667	0.055556	0.038462	0.25	0.025641	0	0	48	0	0	0	0	0	0	0	0.261021	0.299175	0.113684	0.040787	0.022666	0.028527	1	0	1	Lysosome
Q61656	67.212	4.104	18116.51051	0.078828	0.276671	44.3366	38.098099	0.02381	0	0	1	0.028777	8	0.003145	0.006547	0.020408	0.05914	0.138889	0.040541	0.226804	0	0.001096	0.222222	61	1	0	0	1	0	0	1	0.081757	0.130241	0.114391	0.168812	0.204524	0.219133	0	0	0	Nucleus_-_Nucleolus
O89023	27.436	3.559	18100.191429	0.433343	0.305691	34.380218	36.409989	0.078947	0.111111	0.031579	3	0	6	0.001672	0.003663	0.142857	0.102151	0.083333	0.040816	0.137931	0.012821	0.00041	0.047619	61	0	0	0	0	0	0	0	0.305568	0.360136	0.108565	0.039352	0	0.011579	1	0	1	Lysosome
P08249	23.78	3.224	15540.707551	0.253487	0.285002	39.25684	36.93193	0.125	0	0.021053	0	0.007634	6	0	0.012121	0.081633	0.102151	0.027778	0	0.238095	0.025641	0.000254	0.222222	51	1	1	0	0	0	1	0	0.022413	0.128961	0.500284	0.253513	0.065822	0.004013	1	0	0	Mitochondrion
