Lead gene name,Lead ID,Protein names,Majority protein IDs,Organellar markers,Profiled in how many +EGF Maps,Log2 Ratio H/L EGF1_03K,Log2 Ratio H/L EGF1_06K,Log2 Ratio H/L EGF1_12K,Log2 Ratio H/L EGF1_24K,Log2 Ratio H/L EGF1_80K,Log2 Ratio H/L EGF2_03K,Log2 Ratio H/L EGF2_06K,Log2 Ratio H/L EGF2_12K,Log2 Ratio H/L EGF2_24K,Log2 Ratio H/L EGF2_80K,Log2 Ratio H/L EGF3_03K,Log2 Ratio H/L EGF3_06K,Log2 Ratio H/L EGF3_12K,Log2 Ratio H/L EGF3_24K,Log2 Ratio H/L EGF3_80K
ROR2,Q01974,Tyrosine-protein kinase transmembrane receptor ROR2,Q01974,Plasma membrane,3,-0.476016588,-0.520997142,-0.57260837,0.609187605,2.627466764,-0.124723199,-0.262330542,-0.099819088,0.983677695,2.519239949,-0.028513465,-0.402740586,-0.232667249,0.674822184,2.381864764
RP2,O75695,Protein XRP2,O75695,,3,-0.776725743,-0.57671228,-0.489321585,0.376846014,1.825215762,-0.302208391,-0.243642766,-0.020808742,0.931456141,3.280971156,-0.166826537,-0.349713355,-0.161330549,0.597602681,2.560690502
RPA1,P27694,Replication protein A 70 kDa DNA-binding subunit,P27694,,3,-0.336008761,0.317998618,-0.260583907,-0.480055586,-0.616082861,-0.025867208,0.620680241,0.021763974,-0.539918004,-0.66156988,-0.183506784,0.160016608,-0.335498955,-0.869490801,-1.080911672
RPA2,P15927-3,Replication protein A 32 kDa subunit,P15927-3,,1,-0.426586692,-0.134192014,-0.269460031,0.178236585,0.976656911,,,,,,,,,,
RPA3,P35244,Replication protein A 14 kDa subunit,P35244,,2,-0.367471192,0.21971064,-0.424513395,-0.799445427,-0.804198875,0.016353684,0.976290308,-0.18726357,-0.743617302,-0.794282198,,,,,
RPAP3,Q9H6T3,RNA polymerase II-associated protein 3,Q9H6T3;Q9H6T3-2;Q9H6T3-3,,3,0.617110375,0.886198941,-0.377631848,-0.973129135,-0.783389931,0.958879786,0.748976389,-0.414633601,-0.939177852,-0.978150763,0.630778213,0.458591988,-0.586016053,-1.243728175,-1.538136213
RPF2,Q9H7B2,Ribosome production factor 2 homolog,Q9H7B2,,3,-0.324455023,1.757620689,0.027295624,-1.167928251,-1.669189222,-0.031533182,2.700284343,0.479541007,-0.679734848,-1.436002373,0.024035935,-0.863861124,-0.304006187,-0.6085842,-1.530655787
RPL10,P27635,60S ribosomal protein L10,P27635,,3,2.09071796,1.273873908,-0.122648374,-0.913814084,-1.027733785,2.033334895,1.24610401,-0.124235661,-1.028822512,-1.158107368,1.916094423,0.950020419,-0.278356109,-1.052416125,-1.507746852
RPL10A,P62906,60S ribosomal protein L10a,P62906,Large Protein Complex,3,1.982473426,1.311444988,-0.123842606,-0.86446513,-0.955200234,2.057762173,1.268733801,-0.068513602,-0.926207182,-1.093571141,1.928540878,1.077858235,-0.118491991,-0.946833043,-1.389186567
RPL11,P62913,60S ribosomal protein L11,P62913;P62913-2,Large Protein Complex,3,1.962993145,1.301060806,-0.094695317,-0.865673902,-0.927249334,2.021408657,1.295252823,-0.029470252,-0.908875666,-1.047636611,1.82289327,1.042924445,-0.142082684,-0.943499706,-1.401977881
RPL12,P30050,60S ribosomal protein L12,P30050;P30050-2,Large Protein Complex,3,1.978451923,1.371168515,-0.087350135,-0.860320959,-0.93978656,2.000432744,1.268254719,-0.038850857,-0.834956351,-1.06760617,1.906659746,1.091665988,-0.109358756,-0.936331399,-1.416577195
RPL13,P26373,60S ribosomal protein L13,P26373;P26373-2,Large Protein Complex,3,1.949796369,1.269811154,-0.229179409,-0.885712942,-1.006448811,2.018171241,1.231309516,-0.072103546,-0.900906821,-1.105069735,1.909273882,1.028852006,-0.141159614,-1.018761079,-1.467573315
RPL13A,P40429,60S ribosomal protein L13a,P40429,,3,1.953078953,1.307836502,-0.147937222,-0.895046133,-0.956767499,1.996858721,1.279530726,-0.037162282,-0.918687645,-1.098752709,1.894099874,1.079156207,-0.122789744,-0.956011641,-1.423216677
RPL14,P50914,60S ribosomal protein L14,P50914,Large Protein Complex,3,2.017565643,1.337654011,-0.099664491,-0.850168353,-0.944304557,2.062087164,1.261229909,-0.045297439,-0.91836041,-1.12261696,1.899523692,1.111498777,-0.124377187,-0.943888199,-1.367582869
RPL15,P61313,60S ribosomal protein L15,P61313,Large Protein Complex,3,1.899136952,1.268733801,-0.115785025,-0.885259855,-1.010831921,1.915788573,1.21673422,-0.131028832,-0.981622201,-1.207727673,1.711494907,1.068533241,-0.141000523,-0.936552282,-1.40927823
RPL17,P18621,60S ribosomal protein L17,P18621;P18621-3;P18621-2,Large Protein Complex,3,2.050640997,1.309932851,-0.143930598,-0.885739598,-0.992804499,1.956837281,1.232537969,-0.041565605,-0.91558191,-1.090526409,1.910694292,1.092139768,-0.074805678,-0.950675925,-1.431247944
RPL18,Q07020,60S ribosomal protein L18,Q07020;Q07020-2,Large Protein Complex,3,2.097475959,1.38703161,-0.133432218,-0.838022051,-1.035786222,1.993312058,1.257734802,-0.04375001,-0.959822959,-1.120764754,1.848277403,1.128491379,-0.133606302,-0.972251437,-1.483097314
RPL18A,Q02543,60S ribosomal protein L18a,Q02543,Large Protein Complex,3,2.00773372,1.291780348,-0.110137119,-0.900125814,-0.990308858,2.041558406,1.298130404,-0.021321112,-0.920406845,-1.096684019,1.899601027,1.059286049,-0.175680195,-0.941531103,-1.420086137
RPL19,P84098,60S ribosomal protein L19,P84098,Large Protein Complex,3,2.009669646,1.282321182,-0.13799701,-0.890920317,-1.04504438,2.022829402,1.311561241,-0.067258473,-0.967729853,-1.087457431,1.892896124,1.09713881,-0.144233499,-0.947305889,-1.401977881
RPL21,P46778,60S ribosomal protein L21,P46778,Large Protein Complex,3,2.036221976,1.317998618,-0.104511236,-0.864964283,-0.964404241,2.035694283,1.289067184,-0.084058494,-0.916398561,-1.056521205,1.920521979,1.132247798,-0.154088493,-0.984902124,-1.459456866
RPL22,P35268,60S ribosomal protein L22,P35268,,3,2.018812186,1.297191417,-0.189120966,-0.877234528,-0.984302625,2.092004418,1.242023178,-0.094633695,-0.990767503,-1.107274813,1.937457393,1.122672719,-0.174458573,-0.996858348,-1.474572529
RPL22L1,Q6P5R6,60S ribosomal protein L22-like 1,Q6P5R6,,3,2.102859658,1.143458727,-0.062896705,-0.694811576,-1.014091592,2.39835037,1.473215434,0.126047755,-0.896898547,-0.969565038,1.7362585,1.123931008,-0.261915309,-0.882039047,-1.484953701
RPL23,P62829,60S ribosomal protein L23,P62829,Large Protein Complex,3,2.066605884,1.323888827,-0.085619174,-0.884913473,-1.004045212,1.998412162,1.295840551,-0.040155672,-0.90627758,-1.131850592,1.867422075,1.127171015,-0.139919174,-0.960131668,-1.452175109
RPL23A,P62750,60S ribosomal protein L23a,P62750,Large Protein Complex,3,1.979769286,1.305562016,-0.201327321,-0.882650714,-0.977014402,1.964102854,1.203326466,-0.097856941,-0.970073656,-1.081430578,1.921702908,1.088752204,-0.136235952,-0.98764587,-1.472409147
RPL24,P83731,60S ribosomal protein L24,P83731,Large Protein Complex,3,2.158563238,1.417704019,-0.048218267,-0.821457441,-1.014062456,2.157302466,1.314116431,-0.044136711,-0.916044622,-1.088500151,2.068086048,1.150364705,-0.122444196,-0.99395337,-1.462793405
RPL26,P61254,60S ribosomal protein L26,P61254,,3,1.992297122,1.346531462,-0.137790649,-0.91297173,-1.020194138,2.053875936,1.294253136,-0.054706938,-0.936276183,-1.116473021,1.959844328,1.053667449,-0.132451406,-1.016949859,-1.432220936
RPL27,P61353,60S ribosomal protein L27,P61353,Large Protein Complex,3,1.943096158,1.354564999,-0.126548997,-0.898296143,-1.008246888,1.926151273,1.230694897,-0.071557662,-0.952126627,-1.155019875,1.92873036,1.071831302,-0.209778459,-1.008014752,-1.487257325
RPL27A,P46776,60S ribosomal protein L27a,P46776,Large Protein Complex,3,1.977096712,1.320138043,-0.177653262,-0.920925736,-1.01514091,2.03220666,1.295017665,-0.12208303,-0.972534507,-1.11425385,1.855750557,1.078473209,-0.186311144,-1.068695156,-1.421244805
RPL28,P46779,60S ribosomal protein L28,P46779;P46779-2;P46779-3;P46779-4;P46779-5,Large Protein Complex,3,2.02849843,1.275364696,-0.08190386,-0.870545519,-0.974489206,1.99486932,1.244278199,-0.02745438,-0.917842441,-1.101288582,1.938097561,1.17216745,-0.082071837,-0.954361328,-1.411924639
RPL29,P47914,60S ribosomal protein L29,P47914,Large Protein Complex,3,2.140124224,1.276198865,-0.239549092,-0.875592453,-0.844406183,2.062328981,1.240558574,-0.11303632,-1.008217869,-1.032447709,2.072037181,1.111298453,-0.279651481,-1.00092362,-1.483662048
RPL3,P39023,60S ribosomal protein L3,P39023,Large Protein Complex,3,1.978525142,1.335883377,-0.138473341,-0.895207118,-1.021247905,1.964287722,1.282380495,-0.046429303,-0.921772749,-1.080270929,1.880450444,1.101717302,-0.156675365,-0.975878936,-1.445087039
RPL30,P62888,60S ribosomal protein L30,P62888,Large Protein Complex,3,2.029488224,1.253505262,-0.124581639,-0.949700311,-1.00911773,2.000576963,1.268554164,-0.100004626,-0.961901002,-1.133558823,1.93644007,1.08345167,-0.159234663,-0.95050863,-1.434636794
RPL31,P62899,60S ribosomal protein L31,P62899;P62899-3;P62899-2,Large Protein Complex,3,2.026127235,1.305795461,-0.170053046,-0.912998895,-1.013217744,2.009669646,1.224842921,-0.112084864,-0.999365354,-1.107958761,1.944483671,1.079156207,-0.119212618,-1.039399329,-1.499687425
RPL32,P62910,60S ribosomal protein L32,P62910,Large Protein Complex,3,2.005399988,1.312026157,-0.109654484,-0.876519201,-0.990022279,1.92641698,1.210451209,-0.06532499,-0.92253822,-1.133495519,1.95817452,1.160855665,-0.136315233,-0.944082485,-1.447996809
RPL34,P49207,60S ribosomal protein L34,P49207,,3,2.082293836,1.255319441,-0.049203144,-0.863624843,-0.967560569,2.052415894,1.224472524,-0.074122077,-0.959991337,-1.11478489,1.931758688,1.038436182,-0.303507564,-0.961648107,-1.465739144
RPL35,P42766,60S ribosomal protein L35,P42766,Large Protein Complex,3,1.929563784,1.268434394,-0.136838595,-0.88659287,-0.97066727,1.944033813,1.171655198,-0.096005394,-0.979202694,-1.116535582,1.906659746,1.100775858,-0.237353533,-1.086017264,-1.437212966
RPL35A,P18077,60S ribosomal protein L35a,P18077,Large Protein Complex,3,1.978049156,1.302055788,-0.157045297,-0.907765495,-0.994384433,1.89840186,1.24701605,-0.101923247,-0.93669035,-1.16197605,1.869989817,1.087938004,-0.188561852,-1.010483107,-1.4859232
RPL36,Q9Y3U8,60S ribosomal protein L36,Q9Y3U8,Large Protein Complex,3,1.889434603,1.321235435,-0.109576655,-0.943610694,-1.038836037,2.011209361,1.22595354,-0.038050759,-0.925193177,-1.148896631,1.806035283,1.038084947,-0.197897795,-0.918524018,-1.451030786
RPL36A,P83881,60S ribosomal protein L36a,P83881,,3,1.391272808,1.298541019,-0.229923677,-0.930627787,-1.085251803,2.197141976,1.287472295,-0.010454043,-0.930215357,-1.144616202,2.197582359,1.171847314,-0.113223565,-0.936938908,-1.450636403
RPL37,P61927,60S ribosomal protein L37,P61927,,2,,,,,,2.029276182,1.160403926,-0.150561119,-0.970299766,-1.105069735,2.074162876,0.955907913,-0.269390474,-0.975822186,-1.636167314
RPL37A,P61513,60S ribosomal protein L37a,P61513,Large Protein Complex,3,2.155943478,1.369661901,-0.002917191,-0.799119046,-0.937187508,2.088107667,1.347665656,-0.033997827,-0.85081869,-1.033156128,1.968459445,1.10259095,-0.12946562,-0.877181528,-1.388506532
RPL38,P63173,60S ribosomal protein L38,P63173,,3,2.030759819,1.367594722,-0.119102934,-0.873212117,-0.993321377,2.162757873,1.243608155,-0.107865476,-1.011471633,-1.184850885,1.950169766,1.070320626,-0.122240047,-0.963925758,-1.460647602
RPL4,P36578,60S ribosomal protein L4,P36578,Large Protein Complex,3,2.000144262,1.305562016,-0.129828639,-0.872789356,-0.998125714,1.991608008,1.249506021,-0.076660628,-0.930160375,-1.110355135,1.911576545,1.070801468,-0.174572547,-0.989563871,-1.467573315
RPL5,P46777,60S ribosomal protein L5,P46777,Large Protein Complex,3,1.966836491,1.299127408,-0.11713005,-0.880232157,-0.970073656,2.027543343,1.266036894,-0.060698186,-0.936000138,-1.150080781,1.88584765,1.110430064,-0.156000081,-0.975651949,-1.42147665
RPL6,Q02878,60S ribosomal protein L6,Q02878,Large Protein Complex,3,1.992550923,1.337197281,-0.116128982,-0.888781684,-0.961058191,2.041278033,1.257976116,-0.079325589,-0.943638442,-1.144999007,1.921969435,1.094168495,-0.161185351,-0.988046435,-1.439832885
RPL7,P18124,60S ribosomal protein L7,P18124,Large Protein Complex,3,2.025489533,1.343521528,-0.082896731,-0.877208028,-0.960272012,1.989538691,1.31342001,-0.020603845,-0.913569479,-1.058893689,1.981231613,1.128491379,-0.110604338,-0.937021769,-1.402168519
RPL7A,P62424,60S ribosomal protein L7a,P62424,Large Protein Complex,3,1.97133202,1.355354621,-0.149328573,-0.865305908,-0.988389866,2.033546341,1.313826296,-0.059449835,-0.943333242,-1.090004222,1.874600266,1.100977648,-0.148416847,-0.955927681,-1.447249146
RPL7L1,Q6DKI1,60S ribosomal protein L7-like 1,Q6DKI1;Q6DKI1-2,,3,-0.599112369,1.611833365,0.015354834,-0.92842952,-1.670658222,-0.483077149,1.974162168,0.534460082,-0.547404565,-1.173286788,-0.586622555,1.546215385,0.441908364,-0.563347749,-1.875407175
RPL8,P62917,60S ribosomal protein L8,P62917,Large Protein Complex,3,2.010672438,1.280956314,-0.164835864,-0.945220968,-1.031208812,1.989248023,1.18757774,-0.144823542,-0.982078092,-1.156723612,1.942608336,1.079292767,-0.229111768,-1.006622721,-1.483016655
RPL9,P32969,60S ribosomal protein L9,P32969,Large Protein Complex,3,2.019417261,1.371726122,-0.03317089,-0.810358853,-0.947528458,2.040296297,1.25586325,-0.037088267,-0.905682844,-1.063620238,1.936741574,1.14254414,-0.114878623,-0.914684128,-1.386619225
RPLP0,P05388,60S acidic ribosomal protein P0,P05388;P05388-2;Q8NHW5,Large Protein Complex,3,2.033440622,1.313652188,-0.099540826,-0.868884688,-0.909336232,2.042013896,1.257252053,-0.048397286,-0.961423349,-1.091263936,1.913224529,1.074847916,-0.158010784,-0.969226059,-1.428915435
RPLP1,P05386,60S acidic ribosomal protein P1,P05386,,3,2.022616379,1.363956004,0.139993302,-0.561749738,-0.948112866,1.806818964,1.249627373,0.029841557,-0.86933266,-1.065913824,0.380064459,0.560323662,-0.163364856,-0.770904339,-1.313190237
RPLP2,P05387,60S acidic ribosomal protein P2,P05387,Large Protein Complex,3,2.028604512,1.332793848,-0.126832518,-0.860399535,-0.96936729,2.047573287,1.263575315,-0.100994563,-1.00459508,-1.08033194,1.958805564,1.078404892,-0.13433452,-0.993149064,-1.407975986
RPN1,P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,P04843,ER,3,0.258820397,-0.818681141,-0.746059127,1.34079012,3.834205557,0.304511042,-0.823166629,-0.475113881,1.553999375,3.875386905,0.509949146,-0.75513729,-0.64045634,1.389731996,3.756703086
RPN2,P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,P04844;P04844-2,ER,3,0.237563718,-0.878162331,-0.77472507,1.542505701,4.24724397,0.334568276,-0.791807399,-0.386732394,1.881468854,4.253384236,0.633849659,-0.693457766,-0.587467751,1.6073895,4.075190314
RPP25,Q9BUL9,Ribonuclease P protein subunit p25,Q9BUL9,,1,,,,,,-0.263126741,0.113967146,0.863542051,-0.005159637,-0.645096539,,,,,
RPP30,P78346-2,Ribonuclease P protein subunit p30,P78346-2;P78346,,3,0.485735943,1.36574852,-0.226780071,-1.379657578,-1.707124037,0.509341141,1.613673087,0.252778952,-0.973469033,-1.218934102,1.105611037,1.709378871,0.053528441,-1.080362446,-1.656398884
RPRD1B,Q9NQG5,Regulation of nuclear pre-mRNA domain-containing protein 1B,Q9NQG5,,1,,,,,,-0.611270415,1.37534532,0.360869904,-0.495166079,-1.088899037,,,,,
RPS10,P46783,40S ribosomal protein S10,P46783,,3,1.916667717,1.262493294,-0.192793477,-0.985416179,-0.940838572,1.955201193,1.250840334,-0.127053072,-0.99729028,-1.087610725,1.797677087,1.036116453,-0.278408601,-1.150753299,-1.517172364
RPS11,P62280,40S ribosomal protein S11,P62280,Large Protein Complex,3,2.066846945,1.283388439,-0.134160348,-0.932058459,-0.963138015,2.04533812,1.247137612,-0.118570303,-0.992201707,-1.059585146,1.855630972,1.016068369,-0.266784512,-1.074851263,-1.4639471
RPS12,P25398,40S ribosomal protein S12,P25398,Large Protein Complex,3,2.082464164,1.32900875,-0.046742212,-0.85791337,-0.929967955,2.037768763,1.208766947,-0.113161147,-0.971063149,-1.080118413,1.905581959,1.03083043,-0.202754549,-1.042337942,-1.455890545
RPS13,P62277,40S ribosomal protein S13,P62277,Large Protein Complex,3,2.038611767,1.339593501,-0.117881307,-0.868199823,-0.952126627,1.995556878,1.251931127,-0.011049973,-1.004132019,-0.989735757,1.881782066,1.070183214,-0.205613248,-1.021218623,-1.469809371
RPS14,P62263,40S ribosomal protein S14,P62263,Large Protein Complex,3,1.97155275,1.231985295,-0.268921053,-0.993752251,-1.02905802,1.952855377,1.240985904,-0.149008604,-1.056281171,-1.118037868,1.824482748,0.974382466,-0.290056549,-1.159782524,-1.530030694
RPS15,P62841,40S ribosomal protein S15,P62841,Large Protein Complex,3,1.932061171,1.251628211,-0.269216597,-0.794282198,-0.942695304,1.950281766,1.158595552,-0.182344001,-1.034721786,-1.110604338,1.808096689,1.060254951,-0.316582007,-1.207394487,-1.519941731
RPS15A,P62244,40S ribosomal protein S15a,P62244,,3,2.028356976,1.328606717,-0.062670675,-0.87612195,-0.898591962,2.07121349,1.215305839,-0.0815527,-0.948502603,-1.047099905,1.900026299,1.108758614,-0.18795365,-0.999278833,-1.393955812
RPS16,P62249,40S ribosomal protein S16,P62249,Large Protein Complex,3,1.961734443,1.287176752,-0.236452449,-0.937270384,-0.991312332,1.98946603,1.206330648,-0.18764143,-1.02488345,-1.118037868,1.83090431,0.972325042,-0.285934762,-1.078746493,-1.463827709
RPS17,P08708,40S ribosomal protein S17,P08708,Large Protein Complex,3,1.982144815,1.339251427,-0.126092331,-0.903468257,-0.966488898,1.958285901,1.196984664,-0.133606302,-0.996656824,-1.07950851,1.838185352,0.997328542,-0.269425252,-1.106839742,-1.576561668
RPS18,P62269,40S ribosomal protein S18,P62269,Large Protein Complex,3,1.978525142,1.296369301,-0.174084149,-0.932746787,-0.974092386,1.941744863,1.211012193,-0.135443384,-1.080240424,-1.094741534,1.86409698,1.064331046,-0.266263884,-1.052296444,-1.430081218
RPS19,P39019,40S ribosomal protein S19,P39019,Large Protein Complex,3,2.020875517,1.284810223,-0.120890253,-0.938044125,-0.98014155,2.059424503,1.281609238,-0.096082494,-1.016336896,-1.035934123,1.932023364,1.01984422,-0.21841367,-1.090434244,-1.466536323
RPS2,P15880,40S ribosomal protein S2,P15880,Large Protein Complex,3,2.088887859,1.308360875,-0.137298676,-0.90914657,-0.949923251,1.884871392,1.205580189,-0.095265439,-0.978179183,-1.023973705,1.908736064,1.048166421,-0.209061186,-1.049964646,-1.401215578
RPS20,P60866,40S ribosomal protein S20,P60866;P60866-2,Large Protein Complex,3,2.020662206,1.248352666,-0.188824937,-1.017125039,-1.0375028,1.969564958,1.191941593,-0.170734941,-1.073575429,-1.102155512,1.906929067,0.93644007,-0.276502599,-1.124597367,-1.462197028
RPS21,P63220,40S ribosomal protein S21,P63220,Large Protein Complex,3,2.047154457,1.29419431,-0.164852038,-0.911668409,-0.941752783,1.963400138,1.198808432,-0.112739898,-1.005116201,-1.076128226,1.887486278,1.028286243,-0.237387547,-1.043378279,-1.426935764
RPS23,P62266,40S ribosomal protein S23,P62266,Large Protein Complex,3,1.964472567,1.304043696,-0.169014588,-0.906683223,-0.884940115,1.916705929,1.25077971,-0.114987986,-0.85378795,-0.947500635,1.905158322,0.930699496,-0.232141841,-1.011558888,-1.427090934
RPS24,P62847,40S ribosomal protein S24,P62847;P62847-2;P62847-3;P62847-4,Large Protein Complex,3,1.98946603,1.286940273,-0.139076919,-0.906547996,-0.90430508,2.045512867,1.22527493,-0.058307713,-0.967955596,-1.054721922,1.706773652,1.013998146,-0.255287771,-1.078837914,-1.389564503
RPS25,P62851,40S ribosomal protein S25,P62851,Large Protein Complex,3,2.004357565,1.350949786,-0.110760111,-0.848972498,-0.948948146,1.99486932,1.207892852,-0.146770801,-0.947055539,-1.037088267,1.936138503,1.040541794,-0.238170095,-1.03082556,-1.41576865
RPS26,P62854,40S ribosomal protein S26,P62854;Q5JNZ5,Large Protein Complex,3,1.988448384,1.228603232,-0.163429485,-0.910122243,-0.97066727,2.004537347,1.248291938,-0.082255106,-0.957495737,-1.006825642,1.902806803,1.040120917,-0.247045936,-1.120451057,-1.459933042
RPS27,P42677,40S ribosomal protein S27,P42677,,2,,,,,,2.018669778,1.270170093,-0.012431732,-0.962744305,-1.073241468,1.829890141,1.027012465,-0.271739872,-1.090833666,-1.529280939
RPS27A,P62979,Ubiquitin-40S ribosomal protein S27a,P62979,,3,0.843983844,1.212756083,-0.434968315,-0.859195173,-0.219471518,1.939414661,1.094506339,-0.400225187,-0.959402099,-0.593572175,0.753176627,-0.167053292,-0.410926871,-0.492890406,0.01834931
RPS27L,Q71UM5,40S ribosomal protein S27-like,Q71UM5,Large Protein Complex,3,2.244308648,1.411588947,-0.080362446,-0.885233207,-0.906115355,1.969380765,1.277746757,-0.058548085,-0.962463149,-1.001385652,2.02849843,1.319155458,-0.161169219,-1.05574124,-1.349676587
RPS28,P62857,40S ribosomal protein S28,P62857,Large Protein Complex,3,2.010708239,1.306612224,-0.21594837,-0.948948146,-0.959626542,1.97217797,1.220763317,-0.157737164,-1.053164356,-1.083905577,1.854873369,1.035694283,-0.287307383,-1.136537242,-1.447878731
RPS29,P62273,40S ribosomal protein S29,P62273;P62273-2,,3,1.941895069,1.348515717,-0.123543955,-0.974716009,-0.965840641,2.057172971,1.142936177,-0.085557939,-0.978889877,-1.095573707,1.831147604,1.152443048,-0.334952935,-1.175566133,-1.516264178
RPS3,P23396,40S ribosomal protein S3,P23396;P23396-2,Large Protein Complex,3,1.992550923,1.303868403,-0.162524953,-0.95257329,-0.969875839,1.970080575,1.236584458,-0.117145697,-1.017154238,-1.097702555,1.873734468,0.998484374,-0.267687379,-1.113879116,-1.470169061
RPS3A,P61247,40S ribosomal protein S3a,P61247,Large Protein Complex,3,2.024957899,1.322735778,-0.147809349,-0.920652612,-0.950062605,2.01834931,1.267176203,-0.102651134,-1.006738672,-1.057271569,1.84955898,1.028427705,-0.234024026,-1.056491199,-1.413422585
RPS4X,P62701,"40S ribosomal protein S4, X isoform",P62701;Q8TD47,,3,2.021159883,1.308127844,-0.163170989,-0.953830273,-0.929033709,1.973831658,1.204328555,-0.111367788,-1.003784821,-1.104014975,1.891419187,1.066950244,-0.259858205,-1.133179041,-1.431714898
RPS5,P46782,40S ribosomal protein S5,P46782,Large Protein Complex,3,1.987721054,1.234133396,-0.177294322,-0.911749832,-0.953327348,1.983714172,1.206268125,-0.137774776,-1.002194565,-1.102713099,1.766213502,0.964657388,-0.250096793,-1.162105185,-1.538303817
RPS6,P62753,40S ribosomal protein S6,P62753,Large Protein Complex,3,1.990156167,1.323254764,-0.088009366,-0.954249511,-0.945637712,1.973207154,1.212258044,-0.159492454,-1.041149903,-1.137330411,1.906698223,1.078131589,-0.213186205,-1.098536438,-1.411080329
RPS6KA1,Q15418,Ribosomal protein S6 kinase alpha-1,Q15418;Q15418-2;Q15418-4;Q15418-3,,3,-1.150176836,-0.843137447,-0.668936888,0.058939855,0.674912553,-0.747051543,-0.513687218,-0.313315716,-0.234057962,-0.076523706,-0.610697523,-0.263195997,-0.085144671,0.244521774,1.028781298
RPS6KA3,P51812,Ribosomal protein S6 kinase alpha-3,P51812,,3,-1.028057375,-0.702350751,-0.784085374,-0.347362073,0.382501257,-0.87128428,-0.509491481,-0.542374191,-0.077893512,0.516620347,-0.541680997,-0.525911855,-0.46025058,-0.418523411,0.668028329
RPS7,P62081,40S ribosomal protein S7,P62081,Large Protein Complex,3,2.072174417,1.362441834,-0.160282225,-0.902254378,-0.892794225,1.944033813,1.150039693,-0.157978591,-1.06833207,-1.133337271,1.948376577,1.096464275,-0.226020549,-1.063258426,-1.475735685
RPS8,P62241,40S ribosomal protein S8,P62241,Large Protein Complex,3,2.053597947,1.323773564,-0.123056815,-0.910284919,-0.947667581,2.020626651,1.255017236,-0.107072799,-0.990939532,-1.024003042,1.863859179,1.073820233,-0.228063727,-1.070905905,-1.457078339
RPS9,P46781,40S ribosomal protein S9,P46781,Large Protein Complex,3,2.051685319,1.367706537,-0.098443761,-1.002483572,-0.921144272,1.95192344,1.214932986,-0.089758552,-0.989821708,-1.078990295,1.927782702,1.097610797,-0.240349856,-1.092740122,-1.4545851
RPSA,P08865,40S ribosomal protein SA,P08865,,3,2.015890018,1.257312406,-0.197583415,-0.900071967,-0.878241885,2.014569539,1.155490198,-0.148320909,-1.00818885,-1.072149046,1.886081854,1.032947164,-0.261811519,-1.078959817,-1.410428246
RPTOR,Q8N122,Regulatory-associated protein of mTOR,Q8N122;Q8N122-3,,3,0.097745622,-0.483843617,-0.362361934,0.391657754,0.523662314,0.486765851,-0.502178175,-0.580310105,0.289598422,0.119820952,0.204766751,-0.481787174,-0.285864406,0.446997241,0.032524066
RPUSD3,Q6P087,RNA pseudouridylate synthase domain-containing protein 3,Q6P087;Q6P087-2,,1,,,,,,,,,,,-1.004681921,-0.6584013,2.400291995,1.898750108,4.110196178
RQCD1,Q92600,Cell differentiation protein RCD1 homolog,Q92600;Q92600-2;Q92600-3,,3,1.769390919,1.619319097,-0.252982184,-1.241918596,-1.000461736,2.046944996,1.124261955,-0.161604852,-1.371870338,-1.195384676,1.760391292,1.203702331,-0.550929952,-1.412807855,-1.375496658
RRAGC,Q9HB90,Ras-related GTP-binding protein C,Q9HB90;Q9NQL2,,2,,,,,,0.099766486,-0.979515578,-0.771519902,1.145481822,2.501642955,0.380951044,-0.844250767,-0.857050757,0.496922466,2.512606161
RRAS,P10301,Ras-related protein R-Ras,P10301,,3,-0.660520515,-0.637221546,-0.496345965,0.539729571,2.430338804,-0.304807907,-0.256579822,0.061568849,0.982728961,2.372952098,-0.195136908,-0.423545584,-0.28753628,0.611077929,1.944671071
RRAS2,P62070,Ras-related protein R-Ras2,P62070;P62070-4;P62070-3;P62070-2,,3,-0.756306549,-0.581345873,-0.396422314,0.516620347,2.754972993,-0.307983529,-0.311631622,0.047538389,1.100641316,2.804466643,-0.184047552,-0.419738719,-0.192744009,0.766976721,2.788998852
RRBP1,Q9P2E9,Ribosome-binding protein 1,Q9P2E9,ER,3,0.356707253,-0.790259684,-0.656535324,1.150104701,2.620797521,0.42739163,-0.801153859,-0.42625709,1.271126827,2.485684428,0.202260984,-1.190964287,-1.059344602,0.737859788,1.935044795
RRM1,P23921,Ribonucleoside-diphosphate reductase large subunit,P23921,,3,0.845429833,1.251385833,0.044603951,-0.747051543,-1.225193968,0.962215841,1.257312406,0.08841301,-0.792057186,-1.290109469,0.451646328,0.689656994,-0.184949283,-1.017212637,-1.657172215
RRP1,P56182,Ribosomal RNA processing protein 1 homolog A,P56182,,2,-1.075094407,1.313303907,-0.350412131,-1.05898386,-1.821584922,,,,,,-0.233565971,1.584962501,0.206268125,-0.808765846,-1.983760436
